2023-02-04 08:26:35,465: Fetching Zamorak Stats for Group Size = 3
2023-02-04 11:00:30,646: Total Teams: 7063
2023-02-04 11:00:30,646: Total Unique Players: 5252
+--------------+-------+----------------+
|     Name     | Count | Highest Enrage |
|  Sejearian   |   32  |     13670      |
|    Pheeel    |   32  |      2000      |
|    Lowsak    |   32  |      1110      |
| Zoheb No DPM |   32  |      1030      |
| Guilhermeraf |   32  |      507       |
|   Spawning   |   31  |      5555      |
| Hero0fLight  |   31  |      4110      |
|  Mirakuruuu  |   31  |      4080      |
|   Coldasn    |   31  |      4000      |
|  Teogether   |   31  |      960       |
|   XinruiYu   |   31  |      899       |
| Half_Life16  |   30  |      2000      |
|  Icy Prison  |   30  |      2000      |
|   RsSavage   |   30  |      2000      |
| AgtCodyBankz |   30  |      600       |
| instant sell |   29  |      4031      |
|    Chives    |   29  |      4000      |
|   papa dor   |   29  |      500       |
|    Amazes    |   28  |      4160      |
|     rago     |   28  |      4010      |
|  Ice Habibi  |   28  |      2000      |
| Mia Colucci  |   28  |      2000      |
|  monkeg222   |   28  |      1140      |
|   im chris   |   28  |      1000      |
|  on flower   |   28  |      501       |
| No idea why  |   28  |      400       |
| Chaotic Rico |   27  |      4080      |
|  grim check  |   27  |      4010      |
|    Dave J    |   27  |      4000      |
|    Alana     |   27  |      4000      |
|   Rs Livin   |   27  |      2000      |
|   Le Mari    |   27  |      1140      |
|  Ice Spoon   |   27  |      1000      |
|    69sec     |   27  |      600       |
| Panni kutty  |   27  |      500       |
|     Laty     |   26  |      4160      |
|  Gentledan   |   26  |      4060      |
|    YilaN     |   26  |      4000      |
|  l e g o s   |   26  |      4000      |
|  revo rowan  |   26  |      2000      |
|    iRegs     |   26  |      2000      |
|     Aude     |   26  |      750       |
| Risen Woodz  |   26  |      510       |
|     Qlhp     |   25  |      7500      |
|  Grand Dsos  |   25  |      4110      |
|  Top1Toxic   |   25  |      1000      |
|   TonyX69X   |   25  |      1000      |
|  no sinner   |   25  |      500       |
|   caterpii   |   24  |      4080      |
|   stickahs   |   24  |      4000      |
|  Immortino   |   24  |      2000      |
| TurBoTorNaDo |   24  |      1000      |
|  Left Brain  |   24  |      1000      |
|   ms jenni   |   24  |      1000      |
|  PvM_Follen  |   24  |      1000      |
|     Srep     |   24  |      850       |
| ZukDropsPlz  |   24  |      500       |
|    kyroh     |   23  |      4470      |
|      Zu      |   23  |      4030      |
|   Batatoon   |   23  |      4020      |
|    Bal jr    |   23  |      4000      |
|   Nibor175   |   23  |      2000      |
| Coder4Coffee |   23  |      1000      |
| Major spoons |   23  |      1000      |
| Spheniscidae |   23  |      630       |
|   Catimor    |   23  |      570       |
|      Rc      |   22  |      4040      |
|   Dunhill    |   22  |      4000      |
|  downsyboo   |   22  |      2000      |
|   brighten   |   22  |      2000      |
|   growl s    |   22  |      2000      |
|   Eastyman   |   22  |      1140      |
|    Feuer     |   22  |      1002      |
|  aww tissm   |   22  |      1000      |
|     JMJ      |   22  |      1000      |
|    kiwie     |   22  |      1000      |
| PizzaCollege |   22  |      730       |
|  Jeeba boy   |   22  |      540       |
|     earN     |   22  |      500       |
|    downs     |   21  |      4000      |
|    Rcm37     |   21  |      1110      |
|    WazzaH    |   21  |      1000      |
|    Exuke1    |   21  |      1000      |
|  Aus Entity  |   21  |      730       |
|   Crunked1   |   21  |      510       |
|   RyMy Son   |   21  |      505       |
|   Memesby    |   21  |      500       |
|    x y z     |   21  |      500       |
|  The RS Guy  |   20  |     10600      |
| bitterbetty6 |   20  |      4000      |
| incompretend |   20  |      2000      |
|    H I Q     |   20  |      2000      |
|  Archernix   |   20  |      1000      |
|    Im Mo     |   20  |      1000      |
|   Cue Nick   |   20  |      960       |
| PvM Tolkien  |   20  |      600       |
|   zapyzapy   |   20  |      570       |
|    Reeker    |   20  |      500       |
|    Darxys    |   20  |      320       |
| Wazzylicious |   19  |      4020      |
|  LongShorts  |   19  |      4000      |
|   Im Rami    |   19  |      4000      |
|   Crickets   |   19  |      2000      |
|     afk      |   19  |      2000      |
|    Fronk     |   19  |      2000      |
| HonorTheCall |   19  |      2000      |
|  Todeswucht  |   19  |      1002      |
|    2 L T     |   19  |      1000      |
|   Lawn Hub   |   19  |      1000      |
|   Antonin    |   19  |      1000      |
|     Anez     |   19  |      1000      |
|    Clad4     |   19  |      510       |
|  Dunning007  |   19  |      500       |
|    Clouwd    |   19  |      300       |
|  A Poptart   |   18  |      4160      |
|    Karmy     |   18  |      4020      |
|   Lallelal   |   18  |      4000      |
|    Gilbo     |   18  |      2501      |
|  Brokestra   |   18  |      2069      |
| sword piece  |   18  |      1170      |
| Cherryloveee |   18  |      1070      |
|    Zo op     |   18  |      1000      |
|   iTz ReD    |   18  |      1000      |
| xxantxx1 v2  |   18  |      750       |
|   F e l e    |   18  |      740       |
|   Vetelys    |   18  |      540       |
|     Ze x     |   18  |      500       |
|   Az Liam    |   17  |      5000      |
| silverzyrux  |   17  |      4110      |
|    Yickee    |   17  |      4060      |
|   datwho92   |   17  |      4000      |
| Walking Dead |   17  |      4000      |
| Avatarhades  |   17  |      2000      |
|  Maskueico   |   17  |      2000      |
| Daddy Crits  |   17  |      1170      |
| Moisturising |   17  |      1000      |
|     4min     |   17  |      600       |
| CharlieBrown |   17  |      555       |
|   swamplet   |   17  |      520       |
|    xellay    |   17  |      520       |
|  Fruitiepie  |   17  |      500       |
|  Shadesmar   |   17  |      500       |
|   ImAkaShi   |   17  |      500       |
| sick phukka  |   17  |      500       |
|   chr0nus    |   17  |      500       |
|  camdawg202  |   17  |      500       |
| Teemo Broken |   17  |      200       |
|     Iyaz     |   16  |      6969      |
|    Shivz     |   16  |      4020      |
|     Z28      |   16  |      4001      |
|   nullgpt    |   16  |      2050      |
|   ggurran    |   16  |      2000      |
| Dxp Fatality |   16  |      2000      |
| Nice Timing  |   16  |      2000      |
|   Biscuits   |   16  |      1590      |
|  Mr Keiser   |   16  |      1000      |
|    Isacan    |   16  |      1000      |
|  See Me 53   |   16  |      730       |
| Beastmaster  |   16  |      720       |
|  Pallomides  |   16  |      630       |
|  Eva Alfie   |   16  |      620       |
|  Onii Sama   |   16  |      610       |
|    Garin     |   16  |      600       |
|   Dye Thot   |   16  |      500       |
|   Wazzapy    |   16  |      500       |
|  Last-twist  |   16  |      500       |
|     Tixe     |   16  |      500       |
|   sh eesh    |   16  |      500       |
|    shelly    |   16  |      500       |
|  ThroatMage  |   16  |      500       |
| Fly Frog Fly |   16  |      350       |
|  Lyons Tea   |   16  |      250       |
| Mr Branbran  |   15  |      4010      |
|  Skystriker  |   15  |      4001      |
|  Im OliRea   |   15  |      3930      |
| USSR Potazo  |   15  |      2000      |
|     I NK     |   15  |      2000      |
|  Nex Appeal  |   15  |      2000      |
|    Scing     |   15  |      2000      |
|   CalledIt   |   15  |      1050      |
|     la i     |   15  |      1010      |
| Army Deluxe  |   15  |      1000      |
|  sup fella   |   15  |      1000      |
|    Bawker    |   15  |      990       |
|    Fincho    |   15  |      610       |
|     zmda     |   15  |      600       |
| Deso do PIX  |   15  |      570       |
| Clay Jensen  |   15  |      560       |
|    An Avo    |   15  |      560       |
|     sh9      |   15  |      550       |
| CumHydrated  |   15  |      510       |
|   Zodiac69   |   15  |      503       |
|  Wolffpoke   |   15  |      500       |
| Chonky Milo  |   15  |      500       |
|   Qwertx07   |   15  |      500       |
|    Midd14    |   15  |      500       |
|    Mi ke     |   15  |      350       |
| Godheownzzz  |   15  |      300       |
| FREAKY N FAT |   15  |      200       |
|    Olixuu    |   14  |      4020      |
|     Eskl     |   14  |      4010      |
|    x Jay     |   14  |      4000      |
|     Deni     |   14  |      2501      |
| Qc Brichkof  |   14  |      2000      |
|    Splen     |   14  |      2000      |
| stiffingers  |   14  |      2000      |
|     Spo      |   14  |      2000      |
|    ahihcU    |   14  |      2000      |
|  0 Nothing   |   14  |      1000      |
|    latina    |   14  |      1000      |
|     s5s      |   14  |      1000      |
|    Sidgi     |   14  |      1000      |
|     FS0A     |   14  |      1000      |
|    Ryzey     |   14  |      900       |
| Hench Sheep  |   14  |      840       |
|  lil virtus  |   14  |      840       |
|  Gymmonkee   |   14  |      750       |
|  Pikskaden   |   14  |      540       |
| T0XIC SHADOW |   14  |      540       |
|    IM Ram    |   14  |      500       |
|    Kyaki     |   14  |      500       |
|  Windragon   |   14  |      500       |
| tired of rs7 |   14  |      500       |
| unntrimmedhp |   14  |      500       |
|  MagoBurro   |   14  |      500       |
|    Meliwa    |   14  |      500       |
|    Mofibo    |   14  |      200       |
|    Dopey     |   14  |      100       |
|  Nils Einar  |   13  |      7610      |
|   Whim Btw   |   13  |      4070      |
| Shadow D Ace |   13  |      4000      |
|    nahtan    |   13  |      4000      |
| Messy Cheeze |   13  |      2000      |
|   Schrimpi   |   13  |      2000      |
|    brods     |   13  |      2000      |
| Egg Waffles  |   13  |      2000      |
|   Samuell    |   13  |      2000      |
|  iamslashy   |   13  |      2000      |
|     Alan     |   13  |      2000      |
|     Tack     |   13  |      1000      |
|  ARAND0MGUY  |   13  |      810       |
|   Thok It    |   13  |      790       |
|   Racoonz2   |   13  |      770       |
|    Rrman     |   13  |      750       |
|    Cri m     |   13  |      690       |
|    Ace D     |   13  |      600       |
|  So Wolfey   |   13  |      600       |
|    Mitic     |   13  |      570       |
| xSad Shadow  |   13  |      540       |
| ZaddyPandrex |   13  |      520       |
|  Mack Tiger  |   13  |      510       |
| Patryk11761  |   13  |      500       |
| I am Araxxor |   13  |      500       |
|  Manlydied   |   13  |      500       |
|    Tobi E    |   13  |      500       |
|   Nemoriae   |   13  |      500       |
|    sized     |   13  |      500       |
| T R I N I TY |   13  |      500       |
| Draconblade  |   13  |      500       |
|  Newb Cube   |   13  |      500       |
|   Z A T H    |   13  |      500       |
|  xElusivex   |   13  |      500       |
|   BethNomz   |   13  |      350       |
|    V init    |   13  |      260       |
| Kaiyser Soze |   12  |      4420      |
|    Rehan     |   12  |      4080      |
| Salty Seals  |   12  |      4000      |
|  Jermaine24  |   12  |      4000      |
|     Was      |   12  |      4000      |
|  Pork Rinds  |   12  |      4000      |
| Jumping Jack |   12  |      2010      |
|    Strung    |   12  |      2010      |
| kystonninen  |   12  |      2000      |
|   ZIGUESSS   |   12  |      2000      |
|  Marco Reu5  |   12  |      2000      |
|  MayorMojo   |   12  |      2000      |
|  Iron Miraa  |   12  |      2000      |
|   Chipette   |   12  |      2000      |
| Brewtokes519 |   12  |      2000      |
|  Iron Maht   |   12  |      1050      |
|   Zukd in    |   12  |      1000      |
|   mr marko   |   12  |      1000      |
|  Bummy Hobo  |   12  |      1000      |
|   So Tuna    |   12  |      1000      |
| Enrichments  |   12  |      1000      |
|    Psyduk    |   12  |      1000      |
| Sabre2Tiger  |   12  |      1000      |
|    Seiyav    |   12  |      780       |
|   Mortall    |   12  |      750       |
|   Got Aim    |   12  |      750       |
|  Ty For Tip  |   12  |      750       |
|   Sidonha    |   12  |      740       |
|  Desertank   |   12  |      700       |
|  smurfy420   |   12  |      600       |
|   Fe Rich    |   12  |      570       |
| LordSalsicha |   12  |      540       |
|    yMagi     |   12  |      520       |
| FeelsWheelys |   12  |      505       |
|    azzimi    |   12  |      500       |
|    iGuish    |   12  |      500       |
|     c4r5     |   12  |      500       |
|  Holy Magic  |   12  |      500       |
|    Lazko     |   12  |      500       |
|   Shnocky    |   12  |      500       |
|  20 Nuggies  |   12  |      500       |
|  BatwingBoy  |   12  |      500       |
|    Du st     |   12  |      500       |
|  Saiten 118  |   12  |      500       |
| ieatcrempies |   12  |      500       |
|   DrakeHP    |   12  |      500       |
|  Aurorical   |   12  |      500       |
|  Octillion   |   12  |      300       |
|     Coln     |   12  |      260       |
|  TiPtOeWInG  |   12  |      250       |
|  Night Eyes  |   12  |      200       |
|   Zaiimen    |   11  |     13590      |
|     Arfy     |   11  |      6969      |
|   Aversive   |   11  |      5555      |
|    Clucks    |   11  |      4070      |
|   Sig urd    |   11  |      4030      |
|     Rezc     |   11  |      4030      |
|   Leendert   |   11  |      4010      |
|   Beta Fox   |   11  |      4000      |
|   disaster   |   11  |      2000      |
|    VEX 92    |   11  |      2000      |
|  Vesilasi13  |   11  |      2000      |
| Unge Spiller |   11  |      2000      |
|  Faceprobs7  |   11  |      2000      |
|    Baboon    |   11  |      2000      |
|    Koori     |   11  |      2000      |
| Cookie of St |   11  |      2000      |
|    Sc er     |   11  |      2000      |
|   critless   |   11  |      2000      |
|  so pretty   |   11  |      1110      |
| shut up dumb |   11  |      1040      |
|     mgls     |   11  |      1000      |
|   Pulling    |   11  |      1000      |
|  Souless911  |   11  |      1000      |
|    pjgyth    |   11  |      1000      |
| J A C K ASS  |   11  |      1000      |
|  OverLord G  |   11  |      850       |
| Death costs  |   11  |      770       |
| Monster Tabz |   11  |      750       |
|  Destiny Nx  |   11  |      630       |
| Kitty Treats |   11  |      560       |
| Snedig Kage  |   11  |      540       |
| Veryspoonfed |   11  |      540       |
|   GPerico    |   11  |      540       |
| Mank the Man |   11  |      540       |
|  DeadRadar   |   11  |      540       |
|    Pixzle    |   11  |      520       |
|  Zammo rak   |   11  |      510       |
|   shyamiee   |   11  |      510       |
|   Ottfan1    |   11  |      500       |
| Toxic Marco  |   11  |      500       |
| ThicccMuffin |   11  |      500       |
|  wtf pengu   |   11  |      500       |
|  Kipburger   |   11  |      500       |
|  h2rrasm33s  |   11  |      500       |
|   Frapple    |   11  |      500       |
|    Aletia    |   11  |      500       |
|    iGUNKi    |   11  |      500       |
|  Toxic Tony  |   11  |      500       |
| Josiel oLvR  |   11  |      500       |
|  A New Hope  |   11  |      500       |
|   Bolseiro   |   11  |      500       |
| rsMikeTyson  |   11  |      300       |
|  Anima Flow  |   11  |      280       |
|     R on     |   11  |      250       |
|     R iN     |   11  |      230       |
|  qt catgirl  |   11  |      200       |
|   CastieI    |   11  |      200       |
|  Mini Lenn   |   10  |      5340      |
|  Justifier   |   10  |      4170      |
|  Skjelbreid  |   10  |      4020      |
|    g0att     |   10  |      4001      |
|     Zato     |   10  |      4000      |
|    mionee    |   10  |      4000      |
|     Diep     |   10  |      2000      |
|   Keewee07   |   10  |      2000      |
|   J oseph    |   10  |      2000      |
|   Justin 0   |   10  |      2000      |
|    Z ata     |   10  |      2000      |
|   Pigssss    |   10  |      2000      |
|  crime mob   |   10  |      2000      |
| Adrenallynn  |   10  |      1450      |
| ShadowTHUNDR |   10  |      1050      |
|     Jeck     |   10  |      1020      |
|  Zuk Hugga   |   10  |      1000      |
|   Sontoty    |   10  |      1000      |
|    juggy1    |   10  |      1000      |
|    GonJaa    |   10  |      1000      |
|   Vorawgo    |   10  |      1000      |
|    Tinky1    |   10  |      1000      |
|    Verlu     |   10  |      790       |
|     maf      |   10  |      780       |
|   ita chi    |   10  |      680       |
|   Vordrago   |   10  |      680       |
|     Zeri     |   10  |      600       |
|    Osku7     |   10  |      540       |
| HullupuuroV2 |   10  |      540       |
|      61      |   10  |      520       |
| Enormous Rod |   10  |      520       |
|     Ooky     |   10  |      510       |
|     OO69     |   10  |      510       |
| BEER IN SLOT |   10  |      500       |
|    Quinja    |   10  |      500       |
|    Slads     |   10  |      500       |
|  Nescupcake  |   10  |      500       |
|    Haram     |   10  |      500       |
|   z i p i    |   10  |      500       |
| I eat burger |   10  |      500       |
|    sizecl    |   10  |      500       |
| Wild kyogre  |   10  |      500       |
| Tony Da Tigr |   10  |      500       |
|    Kiekrz    |   10  |      500       |
|  Derp Daddy  |   10  |      500       |
| JuniorNutNut |   10  |      500       |
|  Gamebugio   |   10  |      500       |
|   ognkrs3    |   10  |      500       |
|  Shebloflin  |   10  |      500       |
| DaRk ZaRoSs  |   10  |      500       |
|  JomocoftT   |   10  |      500       |
|    AISG4     |   10  |      400       |
| Remington768 |   10  |      330       |
|  playturtle  |   10  |      300       |
| Naughty Nex  |   10  |      300       |
|  fsoa spec   |   10  |      300       |
|   King Sia   |   10  |      300       |
|    Darzz     |   10  |      290       |
|   Tiny Cal   |   10  |      250       |
|   Xbox Mw3   |   10  |      230       |
|   Nackles    |   10  |      200       |
| TheBotFather |   10  |      200       |
|    Rhyzm     |   10  |      200       |
| Witherhoard  |   10  |      200       |
|    Olyyy     |   10  |      200       |
| Languishing  |   10  |      100       |
|   WhoDat29   |   9   |     13590      |
|   im brent   |   9   |      6969      |
| CodenameGim  |   9   |      4030      |
| NoxiousMinds |   9   |      4000      |
| King Geordie |   9   |      3950      |
|    Kixtie    |   9   |      2010      |
|     dedi     |   9   |      2000      |
|  Ducklings   |   9   |      2000      |
|  Koivuklapi  |   9   |      2000      |
|    S hadw    |   9   |      2000      |
| adidas_kid14 |   9   |      2000      |
|  SnoopChris  |   9   |      2000      |
|     RJJC     |   9   |      2000      |
|     Sutr     |   9   |      2000      |
| Azur3 Slash  |   9   |      2000      |
|  Corn Pops   |   9   |      2000      |
| Kalphte claw |   9   |      2000      |
|   Buenfil    |   9   |      1320      |
|  sockfeeder  |   9   |      1250      |
|    Nubbyn    |   9   |      1010      |
|    Cetjex    |   9   |      1010      |
|  PinkRoses   |   9   |      1010      |
|     B en     |   9   |      1000      |
|   Trololol   |   9   |      1000      |
|    mariam    |   9   |      1000      |
|  Soulreapzz  |   9   |      1000      |
| just shad0w  |   9   |      1000      |
| Barrows rots |   9   |      1000      |
|  Loosecat69  |   9   |      1000      |
|    Gonlua    |   9   |      1000      |
| Team Tukker  |   9   |      1000      |
|   holy y9    |   9   |      1000      |
| Anubisflower |   9   |      1000      |
| Sticky Mick  |   9   |      990       |
|   Carroger   |   9   |      880       |
|  wipeoutTom  |   9   |      710       |
| Sir Derather |   9   |      710       |
|     E T      |   9   |      700       |
| ActupforJoe  |   9   |      680       |
| MerryCritmus |   9   |      680       |
|    MvG94     |   9   |      620       |
|     ur69     |   9   |      550       |
| ZwitterIron  |   9   |      550       |
| Bliksem2Bos  |   9   |      550       |
|   Eki Boss   |   9   |      540       |
|    Gettle    |   9   |      530       |
|   Seahawks   |   9   |      520       |
| ShartyMcFart |   9   |      520       |
|  ObuObuObu   |   9   |      510       |
|    Downz     |   9   |      500       |
|    Beukje    |   9   |      500       |
|   Ravine70   |   9   |      500       |
|  Onyx guard  |   9   |      500       |
|    Aretas    |   9   |      500       |
| Ningen Black |   9   |      500       |
|   Kila Kon   |   9   |      500       |
|   feeding    |   9   |      500       |
|  mac iron3   |   9   |      500       |
|    Aiche     |   9   |      500       |
|   Wiki Wu    |   9   |      500       |
|  KOTP Luffy  |   9   |      500       |
|    Nanci     |   9   |      500       |
|   Mostima    |   9   |      500       |
| Bilbo Bagme  |   9   |      500       |
| Sweet Chilly |   9   |      500       |
|     PC1      |   9   |      500       |
| BeardJustice |   9   |      500       |
| Screw it up  |   9   |      500       |
|   lil gym    |   9   |      450       |
|    Digits    |   9   |      390       |
| CHICO BALA22 |   9   |      301       |
|  devillonne  |   9   |      300       |
|     Pakt     |   9   |      300       |
| Angel Elixir |   9   |      300       |
|  muppmongo   |   9   |      280       |
| Frozen Spuds |   9   |      250       |
|    Xombs     |   9   |      250       |
|  T Oud Wijf  |   9   |      250       |
|  Dub Illest  |   9   |      200       |
|  Eww Zammy   |   9   |      200       |
|     Nocy     |   9   |      200       |
|  Unit Timmy  |   9   |      200       |
|   Sindiro    |   9   |      200       |
| Blitzekrieg  |   9   |      150       |
|   Moonbae    |   9   |      100       |
|     Imp      |   8   |      4069      |
|   Costiie    |   8   |      4050      |
|     ar c     |   8   |      4040      |
|     Roi      |   8   |      4000      |
| Riverride925 |   8   |      4000      |
|    Y0man     |   8   |      4000      |
|    Kshack    |   8   |      2050      |
| LeonTehSheep |   8   |      2000      |
|    Kitten    |   8   |      2000      |
|    Theump    |   8   |      2000      |
|    Hamjug    |   8   |      2000      |
|  BlackFrogz  |   8   |      2000      |
|   Braaten    |   8   |      2000      |
|   xVerdant   |   8   |      2000      |
|   Zirazzz    |   8   |      2000      |
| 77chalk1453  |   8   |      2000      |
| zig zag more |   8   |      1000      |
|    35 ant    |   8   |      1000      |
|     k1zy     |   8   |      1000      |
|    Ludde     |   8   |      1000      |
|  Ekkologix   |   8   |      1000      |
| Blastembruce |   8   |      1000      |
|   Jujuzist   |   8   |      1000      |
|    Hu Yu     |   8   |      1000      |
|    M7MD x    |   8   |      1000      |
| Narutomasta9 |   8   |      1000      |
| insecure pay |   8   |      1000      |
|  T a y l or  |   8   |      1000      |
|   Sr Taco    |   8   |      1000      |
| IceIce Bobby |   8   |      1000      |
| Alpha Check  |   8   |      1000      |
|   DudeMenn   |   8   |      1000      |
|  Mr DrBrick  |   8   |      1000      |
|    Yoloo     |   8   |      940       |
| Blood Phase  |   8   |      790       |
|     gtg      |   8   |      750       |
|  Box Cutter  |   8   |      750       |
|   anxious    |   8   |      690       |
|     Araa     |   8   |      680       |
|     Sal      |   8   |      680       |
|     P0M0     |   8   |      590       |
|     N ha     |   8   |      570       |
|    Teddie    |   8   |      569       |
| MegaDivineZ  |   8   |      560       |
|   Endolas    |   8   |      560       |
|   gian1001   |   8   |      540       |
|    Toby M    |   8   |      530       |
|    E d u     |   8   |      520       |
| ElderSpanks  |   8   |      510       |
|   SojoBay    |   8   |      500       |
|     Aht      |   8   |      500       |
|   Fres Nub   |   8   |      500       |
|  Sinpay_roi  |   8   |      500       |
|     Ri q     |   8   |      500       |
|    Debuff    |   8   |      500       |
|    KevRS     |   8   |      500       |
| lostandscare |   8   |      500       |
|  Axel Blaze  |   8   |      500       |
| OwO its blek |   8   |      500       |
| rsn nurdawg  |   8   |      500       |
|     Olly     |   8   |      500       |
| DarthBane IM |   8   |      500       |
| congeminatio |   8   |      500       |
| DangerNoodlz |   8   |      500       |
|  Mr Snoopy   |   8   |      500       |
|    Tommas    |   8   |      500       |
|  IronEricc   |   8   |      500       |
|   ProNyiLL   |   8   |      500       |
| Iron Cowp0x  |   8   |      500       |
| Denali_Blue  |   8   |      500       |
|     5haq     |   8   |      500       |
|    f yoyo    |   8   |      500       |
| Jolly Snakes |   8   |      500       |
|   Sportpix   |   8   |      500       |
| PseudoScotty |   8   |      500       |
| IceRiver225  |   8   |      500       |
|  Dagger Maw  |   8   |      500       |
|  Big Wolff   |   8   |      500       |
|  Wha Gwaan   |   8   |      400       |
|   Shavar50   |   8   |      400       |
|  Hi im Suri  |   8   |      400       |
| Kun Fo Panda |   8   |      400       |
|   Joshua B   |   8   |      350       |
| ultimatedr6  |   8   |      300       |
|    Bu3esa    |   8   |      300       |
|    enJ0Y     |   8   |      300       |
|  Molassacre  |   8   |      250       |
|   Maiistro   |   8   |      200       |
|  Babybears   |   8   |      200       |
| Im a sapling |   8   |      200       |
| She 8 My Ass |   8   |      200       |
|  NotBoodef   |   8   |      200       |
|   Pechorin   |   8   |      100       |
|    Washly    |   7   |      4080      |
|      zm      |   7   |      4069      |
|    Zedno     |   7   |      4069      |
|     Fade     |   7   |      4030      |
|    Sc8pe     |   7   |      4000      |
|    Trail     |   7   |      4000      |
|   H4nd1cap   |   7   |      4000      |
|  The Fuzzz   |   7   |      4000      |
|     Sen      |   7   |      4000      |
|    Ayumu     |   7   |      3500      |
| LittlePk Br  |   7   |      2069      |
|    Virius    |   7   |      2000      |
|    Kehvo     |   7   |      2000      |
|    JiiPee    |   7   |      2000      |
|    BM wat    |   7   |      2000      |
| DRAGON FURY  |   7   |      2000      |
|     sekc     |   7   |      2000      |
|  God Serena  |   7   |      2000      |
|    xielod    |   7   |      2000      |
|    Melad     |   7   |      2000      |
|  melissaofc  |   7   |      2000      |
|     Val      |   7   |      2000      |
|   Mogardie   |   7   |      2000      |
| Dear anyone  |   7   |      2000      |
|  Shaw Krieg  |   7   |      2000      |
|  WhiteTiger  |   7   |      2000      |
|    Tehmo     |   7   |      1660      |
|    Giguh     |   7   |      1250      |
|  Washed Kat  |   7   |      1110      |
|     XVII     |   7   |      1080      |
|  Erulastiel  |   7   |      1050      |
|  Holzkiste   |   7   |      1040      |
|  Fire Blows  |   7   |      1010      |
|  justacutie  |   7   |      1001      |
| Cbf Recompin |   7   |      1000      |
|  Ado of rs   |   7   |      1000      |
|  Miss Kay Z  |   7   |      1000      |
|   Henk Uhh   |   7   |      1000      |
|     Laz      |   7   |      1000      |
|   Flamewan   |   7   |      1000      |
|    kahlid    |   7   |      1000      |
|     Rock     |   7   |      1000      |
|  R1sky Fart  |   7   |      1000      |
|     w ub     |   7   |      1000      |
| DevilsGhost  |   7   |      1000      |
| Sweaty Betty |   7   |      1000      |
|  Feeling 22  |   7   |      880       |
|    Pawed     |   7   |      840       |
|    base1     |   7   |      780       |
|  Sheepswag   |   7   |      770       |
|  Fidele2650  |   7   |      770       |
|   Lu Kayin   |   7   |      770       |
|   Afroboy    |   7   |      770       |
| Kris Kronkle |   7   |      750       |
|    Rukasu    |   7   |      720       |
| Iron Tubbie  |   7   |      710       |
| Toxic Herbo  |   7   |      710       |
|    C od y    |   7   |      700       |
|  Its Remco   |   7   |      700       |
|   Addgent    |   7   |      680       |
|     Plaz     |   7   |      680       |
|    Zooop     |   7   |      650       |
| Retired PvP  |   7   |      630       |
|   DTD ZAM    |   7   |      630       |
|  Eddard BTW  |   7   |      610       |
|    Maxime    |   7   |      600       |
|  SuparNova   |   7   |      580       |
|   Tokemont   |   7   |      569       |
|  Mr Legendz  |   7   |      560       |
|   DriusNyc   |   7   |      560       |
|   tjittie0   |   7   |      550       |
|    Roowie    |   7   |      520       |
|  Lithesome   |   7   |      520       |
|  ToughTony   |   7   |      520       |
|  Tuck Felos  |   7   |      510       |
| Phenom_Iron  |   7   |      510       |
|   Makariaa   |   7   |      510       |
|   YCRYMORE   |   7   |      509       |
|  Sazandora   |   7   |      500       |
|    Hanayk    |   7   |      500       |
|  Tango_870   |   7   |      500       |
