2023-02-04 08:26:22,859: Fetching Zamorak Stats for Group Size = 5
2023-02-04 08:37:11,755: Total Teams: 642
2023-02-04 08:37:11,755: Total Unique Players: 1086
+--------------+-------+----------------+
|     Name     | Count | Highest Enrage |
|   AAdriAAn   |   1   |      200       |
|     N3C      |   1   |      200       |
| Draconblade  |   1   |      200       |
|     gtg      |   1   |      200       |
|    Barum7    |   1   |      200       |
|   C Falkon   |   1   |      200       |
| Waterhondje  |   1   |      200       |
|  Choco Bae   |   1   |      200       |
|    Lucosa    |   1   |      200       |
|    podre     |   1   |      200       |
|     R a1     |   1   |      200       |
|  Brunterfly  |   1   |      200       |
|     FoKz     |   1   |      200       |
|   ProToday   |   1   |      200       |
| Gullycreepa  |   1   |      200       |
|  Tango_870   |   1   |      200       |
|  Diggy Mole  |   1   |      200       |
|  Charlez220  |   1   |      200       |
| Risen Woodz  |   1   |      200       |
|  JustxDrew   |   1   |      200       |
|    Clad4     |   1   |      200       |
|    5hupa     |   1   |      200       |
|    Nexiez    |   1   |      200       |
|  0 Nothing   |   1   |      200       |
| Oh So Lonely |   1   |      200       |
| Wild Raikou  |   1   |      200       |
|  Magic Koda  |   1   |      200       |
|   Isigned    |   1   |      200       |
|     Trif     |   1   |      200       |
|   Makariaa   |   1   |      200       |
|   Kipodkis   |   1   |      200       |
|  888Winner   |   1   |      200       |
|    xHofi     |   1   |      200       |
|    Fumzy     |   1   |      200       |
| Frauenrechte |   1   |      200       |
|  Dark Magic  |   1   |      200       |
|   Dizzied    |   1   |      200       |
| CHICO BALA22 |   1   |      200       |
|  dispersing  |   1   |      200       |
| Tolerabolity |   1   |      200       |
|   pancweas   |   1   |      200       |
|  Ajmes Dad   |   1   |      200       |
| TheWholeBag  |   1   |      200       |
|   V l o r    |   1   |      200       |
| unntrimmedhp |   1   |      200       |
|   DTD ZAM    |   1   |      200       |
|     PC1      |   1   |      200       |
|  Destiny Nx  |   1   |      200       |
| I Beast Moms |   1   |      200       |
|    juggy1    |   1   |      200       |
|  Iron Urby   |   1   |      190       |
|  Erulastiel  |   1   |      190       |
|    bp bp     |   1   |      190       |
| Capt Algren  |   1   |      190       |
|  Sup Falco   |   1   |      190       |
|  Koori Alt   |   1   |      170       |
|   Swiftie    |   1   |      170       |
|   Jadinko    |   1   |      170       |
|   Razor17    |   1   |      170       |
| RakettiNorsu |   1   |      160       |
|  Oceancoco   |   1   |      160       |
|     Keny     |   1   |      160       |
|    shelly    |   1   |      160       |
|  annaswift   |   1   |      160       |
|  Meleefish   |   1   |      150       |
|     THK      |   1   |      150       |
|    Xrylox    |   1   |      150       |
|  Octillion   |   1   |      150       |
|   Thorlak    |   1   |      150       |
| My cat Yuumi |   1   |      150       |
|  Blu_Aichu   |   1   |      150       |
|  Kevin Only  |   1   |      150       |
|   RoughRS    |   1   |      150       |
|  Sleepycall  |   1   |      150       |
|   Callepo    |   1   |      150       |
| SoftcoreZazz |   1   |      150       |
| PelosiTears  |   1   |      150       |
|    ninlyo    |   1   |      140       |
|  Maple Logs  |   1   |      140       |
| ApacheTankx  |   1   |      140       |
| Dipper Remon |   1   |      140       |
|    Poswar    |   1   |      140       |
| 0JPeterson0  |   1   |      140       |
|   Ribnose    |   1   |      140       |
|   0G King    |   1   |      130       |
|     Xomb     |   1   |      130       |
|   Eki Boss   |   1   |      130       |
| Barrows rots |   1   |      130       |
|  Decimation  |   1   |      130       |
|   HeroCam    |   1   |      130       |
|     Tay      |   1   |      130       |
|     fwb      |   1   |      130       |
|  Koivuklapi  |   1   |      130       |
|     idrc     |   1   |      130       |
|   Vetelys    |   1   |      130       |
|    girle     |   1   |      130       |
| HullupuuroV2 |   1   |      130       |
|  Sad Kozmo   |   1   |      120       |
|   Sleazey    |   1   |      120       |
|   Mistari    |   1   |      120       |
|    xfoxx     |   1   |      120       |
|  Durial4321  |   1   |      120       |
|    Ceptz     |   1   |      120       |
|     Levi     |   1   |      110       |
|    Robino    |   1   |      110       |
|   A3Gingy    |   1   |      110       |
|     Amps     |   1   |      110       |
|     maf      |   1   |      110       |
|   Blaziken   |   1   |      110       |
| BluePentagon |   1   |      110       |
|    Goblin    |   1   |      110       |
|     Abs      |   1   |      110       |
|  Magman213   |   1   |      110       |
|    Lazir     |   1   |      110       |
|    Bml Fe    |   1   |      110       |
| GodTrickster |   1   |      110       |
|     P0M0     |   1   |      110       |
|  Akindhuman  |   1   |      110       |
| Knightly Owl |   1   |      110       |
| DisGuiseHigh |   1   |      110       |
| just shad0w  |   1   |      100       |
|     k1zy     |   1   |      100       |
|  Richie1996  |   1   |      100       |
|    Cetjex    |   1   |      100       |
|    Bnopf     |   1   |      100       |
|  Mr Keiser   |   1   |      100       |
|   RyMy Son   |   1   |      100       |
| FeelsWheelys |   1   |      100       |
| DanMksItRain |   1   |      100       |
|  VayneMayne  |   1   |      100       |
|   Seahawks   |   1   |      100       |
|     R iN     |   1   |      100       |
| USSR Potazo  |   1   |      100       |
|   Wh oops    |   1   |      100       |
|  KenichiRs   |   1   |      100       |
| Swissdiamond |   1   |      100       |
|     Asot     |   1   |      100       |
|    Aletia    |   1   |      100       |
| Tony Da Tigr |   1   |      100       |
|  lil meeps   |   1   |      100       |
|     Whey     |   1   |      100       |
|    Rhondi    |   1   |      100       |
|    Hjonk     |   1   |      100       |
| I Call Dibs  |   1   |      100       |
| PuddleSnake  |   1   |      100       |
| TheBotFather |   1   |      100       |
| Im Just Sora |   1   |      100       |
|  LifePoints  |   1   |      100       |
|   Roselias   |   1   |      100       |
|   Barbara    |   1   |      100       |
|   gian1001   |   1   |      100       |
|    Niebla    |   1   |      100       |
|    gasha     |   1   |      100       |
|   Deku-One   |   1   |      100       |
|   matheuo    |   1   |      100       |
|  CappyOnion  |   1   |      100       |
|  Tamp Pawn   |   1   |      100       |
|  Iced Gamer  |   1   |      100       |
|    Touhou    |   1   |      100       |
| WiredJoshua  |   1   |      100       |
|    Ftezak    |   1   |      100       |
|  Breadcrust  |   1   |      100       |
|  Anime slag  |   1   |      100       |
|  Meme Girl   |   1   |      100       |
|    Amazes    |   1   |      100       |
|  Corrupt3d   |   1   |      100       |
|    Digits    |   1   |      100       |
| Nanami Kuon  |   1   |      100       |
| Poissonfish  |   1   |      100       |
|  S t e p h   |   1   |      100       |
|   Ten Bag    |   1   |      100       |
| OMG Its John |   1   |      100       |
|  IM Aipytos  |   1   |      100       |
|  Pacify Her  |   1   |      100       |
|  Small Toe   |   1   |      100       |
|    Flafel    |   1   |      100       |
|   Pulling    |   1   |      100       |
|    Rouqe     |   1   |      100       |
|   Goo Ink    |   1   |      100       |
|    Bierki    |   1   |      100       |
| freakinChuck |   1   |      100       |
|  Its IM Jon  |   1   |      100       |
|  Balazs2251  |   1   |      100       |
| ScareCrow93  |   1   |      100       |
|  ProSKatona  |   1   |      100       |
|  PROLovag9   |   1   |      100       |
|   V4ldesz    |   1   |      100       |
|  Unit Timmy  |   1   |      100       |
|   wootchy    |   1   |      100       |
|  Wha Gwaan   |   1   |      100       |
|  its akiim   |   1   |      100       |
| No idea why  |   1   |      100       |
|     Pakt     |   1   |      100       |
| PixelForReal |   1   |      100       |
|    Phione    |   1   |      100       |
|    xenltz    |   1   |      100       |
|    Psyduk    |   1   |      100       |
|   Lawn Hub   |   1   |      100       |
| Jumping Jack |   1   |      100       |
|    Strung    |   1   |      100       |
| LunaLunatic  |   1   |      100       |
|   Manulee    |   1   |      100       |
|    Zappa     |   1   |      100       |
|  Kahmadant   |   1   |      100       |
|    Mekto1    |   1   |      100       |
|  ydgcoyote   |   1   |      100       |
|  Baalz Deep  |   1   |      100       |
|  Firedog294  |   1   |      100       |
|  Newb Cube   |   1   |      100       |
| Chtheilist2  |   1   |      100       |
|   MikeroRs   |   1   |      100       |
|  Yung Blow   |   1   |      100       |
|  bladeland   |   1   |      100       |
|     ejyl     |   1   |      100       |
|    Ayamia    |   1   |      100       |
| NatsuDagneel |   1   |      100       |
|   Batatoon   |   1   |      100       |
| GK MaadCity  |   1   |      100       |
|    Yarack    |   1   |      100       |
|    Lisuzu    |   1   |      100       |
|   PSomsen    |   1   |      100       |
|  EvilDonkey  |   1   |      100       |
|    Magsie    |   1   |      100       |
| Kritchakorn  |   1   |      100       |
|    AISG4     |   1   |      100       |
|  GlitchyBox  |   1   |      100       |
|  Hexxhunter  |   1   |      100       |
|    Aiche     |   1   |      100       |
| ShiNo Gekai  |   1   |      100       |
|   JesperRS   |   1   |      100       |
| Lucky Lukeyy |   1   |      100       |
|   KieranRS   |   1   |      100       |
|   Sumari3    |   1   |      100       |
| CujohJolyne  |   1   |      100       |
|   Lawliiet   |   1   |      100       |
| WhatIsADrop  |   1   |      100       |
|     ar c     |   1   |      100       |
|  avoid sex   |   1   |      100       |
|  Navi Love   |   1   |      100       |
|   Sushie69   |   1   |      100       |
|    Meliwa    |   1   |      100       |
|    Bu3esa    |   1   |      100       |
|   Frapple    |   1   |      100       |
|  smithy105   |   1   |      100       |
|    kiwie     |   1   |      100       |
|    KevRS     |   1   |      100       |
|     Rir      |   1   |      100       |
|   Losties    |   1   |      100       |
|    Camps     |   1   |      100       |
|    Patze     |   1   |      100       |
| ultimatedr6  |   1   |      100       |
|  DryHummus   |   1   |      100       |
| Daddycakess  |   1   |      100       |
| ZombiNanners |   1   |      100       |
|  holdmaduh   |   1   |      100       |
| Expired Food |   1   |      100       |
|   ang elo    |   1   |      100       |
|   Rainyday   |   1   |      100       |
|  120 Attack  |   1   |      100       |
| 120 attackk  |   1   |      100       |
|   Bossman1   |   1   |      100       |
|   KhatibM    |   1   |      100       |
|     fys      |   1   |      100       |
|    holla     |   1   |      100       |
|   Artimas    |   1   |      100       |
|   ass simp   |   1   |      100       |
|   BrainRS    |   1   |      100       |
| andyaskey20  |   1   |      100       |
|     1054     |   1   |      100       |
|    Fabi2     |   1   |      100       |
| Purely 4 Fun |   1   |      100       |
|    Slads     |   1   |      100       |
|    Rudeep    |   1   |      100       |
| angi senpai  |   1   |      100       |
|    Kienan    |   1   |      100       |
|  Very Doge   |   1   |      100       |
| OmniBalance  |   1   |      100       |
| Masterfhser  |   1   |      100       |
|   Shnocky    |   1   |      100       |
|   Stringed   |   1   |      100       |
|   Chibii x   |   1   |      100       |
|  TurkseGeit  |   1   |      100       |
|    MrHogs    |   1   |      100       |
|    Kaigi     |   1   |      100       |
|    hann a    |   1   |      100       |
|  RsBelgium   |   1   |      100       |
|   Maikeru    |   1   |      100       |
|   Coreyb6    |   1   |      100       |
| FrenchScaper |   1   |      100       |
|  BabyTator   |   1   |      100       |
|  im Crystal  |   1   |      100       |
|   WarmDabs   |   1   |      100       |
|    MrMoch    |   1   |      100       |
|     sbuT     |   1   |      100       |
|  Shaw Krieg  |   1   |      100       |
|   Cupcakes   |   1   |      100       |
|   Alesana    |   1   |      100       |
|    Asada     |   1   |      100       |
|  Sun check   |   1   |      100       |
| NoxiousMinds |   1   |      100       |
|  Epic Smoke  |   1   |      100       |
|  Marcealio   |   1   |      100       |
|  Temptati0n  |   1   |      100       |
| 11s_phillips |   1   |      100       |
|     KTW      |   1   |      100       |
|     Aton     |   1   |      100       |
|    Kaleb     |   1   |      100       |
| Dat Canadian |   1   |      100       |
|     Kiba     |   1   |      100       |
| Amilia Wings |   1   |      100       |
|     Erin     |   1   |      100       |
|   Silently   |   1   |      100       |
| Wikced John  |   1   |      100       |
|    lianie    |   1   |      100       |
|  seddoopsi   |   1   |      100       |
|  Shack Ti 1  |   1   |      100       |
|     V an     |   1   |      100       |
| Will Warlock |   1   |      100       |
|   Labung6    |   1   |      100       |
|   joycelyn   |   1   |      100       |
|    S ami     |   1   |      100       |
|  Mr Burton   |   1   |      100       |
|  blinky987   |   1   |      100       |
|  Sycophant   |   1   |      100       |
|     Duzq     |   1   |      100       |
|  Middle Max  |   1   |      100       |
|  Tiny Birbs  |   1   |      100       |
|    J I O     |   1   |      100       |
|  DeadRadar   |   1   |      100       |
|   Ke-Chow    |   1   |      100       |
|    N1R0M     |   1   |      100       |
|   JJCrank    |   1   |      100       |
| Blood Forest |   1   |      100       |
|  Legend57x   |   1   |      100       |
|   xVerdant   |   1   |      100       |
|  Grimmjaww   |   1   |      100       |
|   Camareto   |   1   |      100       |
|  Zammo rak   |   1   |      100       |
|   l uciano   |   1   |      100       |
|   Ekimike    |   1   |      100       |
| DiesToDamage |   1   |      100       |
| Primal Spoon |   1   |      100       |
| TricksterTop |   1   |      100       |
|  Tim Ramone  |   1   |      100       |
| Fishywizard5 |   1   |      100       |
|  Bow String  |   1   |      100       |
|    visual    |   1   |      100       |
|  Baby Gods   |   1   |      100       |
|  Niobe Labs  |   1   |      100       |
|  556mm_NATO  |   1   |      100       |
|   Sariman    |   1   |      100       |
|   Shavar50   |   1   |      100       |
|  fsoa spec   |   1   |      100       |
|  Savage war  |   1   |      100       |
|     l1M      |   1   |      100       |
| Angel Elixir |   1   |      100       |
|  no sinner   |   1   |      100       |
| BeardJustice |   1   |      100       |
+--------------+-------+----------------+
