2023-02-04 08:26:29,096: Fetching Zamorak Stats for Group Size = 4
2023-02-04 08:59:05,266: Total Teams: 1938
2023-02-04 08:59:05,267: Total Unique Players: 2537
+--------------+-------+----------------+
|     Name     | Count | Highest Enrage |
|    Reeker    |   9   |      200       |
|   Yelpsie    |   9   |      200       |
|   feeding    |   9   |      170       |
| Hero0fLight  |   8   |      7520      |
|    Sc er     |   8   |      4000      |
|     Zodo     |   8   |      2010      |
| Rocket Cars  |   8   |      2000      |
|  BlackFrogz  |   8   |      2000      |
|  Immortino   |   8   |      2000      |
|     Kwin     |   8   |      1900      |
|  sockfeeder  |   8   |      1250      |
|     sofi     |   8   |      1180      |
| Salty Seals  |   8   |      1000      |
|   im chris   |   8   |      1000      |
|   Flamewan   |   8   |      1000      |
|   Maliiii    |   8   |      1000      |
|    Bawker    |   8   |      970       |
|    Fysmat    |   8   |      700       |
| DangerNoodlz |   8   |      520       |
|     Ooky     |   8   |      500       |
|  Shadesmar   |   8   |      500       |
|  Iced Gamer  |   8   |      500       |
|   TonyX69X   |   8   |      500       |
| T0XIC SHADOW |   8   |      500       |
| Golden Alien |   8   |      500       |
|  Molassacre  |   8   |      500       |
|  camdawg202  |   8   |      300       |
|  Blakeland   |   8   |      300       |
| Clay Jensen  |   8   |      220       |
|    Touhou    |   8   |      200       |
| ZaddyPandrex |   8   |      200       |
|   HUTAOJOY   |   7   |      8000      |
|   Wiz Tot    |   7   |      4500      |
|    Dr Mad    |   7   |      4069      |
|  no sinner   |   7   |      4069      |
| Aaron Hunns  |   7   |      4000      |
|   Spawning   |   7   |      4000      |
|    Caphra    |   7   |      4000      |
|    Dave J    |   7   |      2000      |
|     Roi      |   7   |      2000      |
| Army Deluxe  |   7   |      2000      |
|    Du st     |   7   |      2000      |
|    Giguh     |   7   |      1250      |
|   critless   |   7   |      1020      |
|   Minstrel   |   7   |      1000      |
| Riverride925 |   7   |      1000      |
|    2 L T     |   7   |      1000      |
|   Schrimpi   |   7   |      1000      |
|     rago     |   7   |      1000      |
| instant sell |   7   |      1000      |
|     Spo      |   7   |      1000      |
| OwO its blek |   7   |      1000      |
|    Zo op     |   7   |      1000      |
|    Zreddd    |   7   |      940       |
|  monkeg222   |   7   |      670       |
|  Vile MKII   |   7   |      666       |
|     E T      |   7   |      580       |
| veng3nce O_o |   7   |      580       |
|    Ace D     |   7   |      504       |
|  Sazandora   |   7   |      500       |
|    Hanayk    |   7   |      500       |
|   Andreew    |   7   |      500       |
|  Jeeba boy   |   7   |      500       |
| LordSalsicha |   7   |      500       |
|   Im Rami    |   7   |      500       |
|    Osku7     |   7   |      500       |
|    Cetjex    |   7   |      500       |
|  Shakerboye  |   7   |      500       |
|    Verlu     |   7   |      500       |
|  Iron Miraa  |   7   |      500       |
|    Kyaki     |   7   |      500       |
|    Arwyn     |   7   |      500       |
|    Exuke1    |   7   |      500       |
|    Onesie    |   7   |      500       |
| PseudoScotty |   7   |      460       |
|  Saiten 118  |   7   |      420       |
|   Zed Raze   |   7   |      410       |
|  Wolffpoke   |   7   |      300       |
|   Mostima    |   7   |      300       |
| sword piece  |   7   |      300       |
|    Nexiez    |   7   |      300       |
|   Dye Thot   |   7   |      300       |
|   Lengii21   |   7   |      250       |
|  Iron Telos  |   7   |      210       |
|   CastieI    |   7   |      200       |
|   The Vini   |   7   |      200       |
| Risen Woodz  |   7   |      200       |
|  YourSenpai  |   7   |      200       |
|  Its IM Jon  |   7   |      200       |
|    V init    |   7   |      200       |
|     Coln     |   7   |      200       |
| shut up dumb |   7   |      100       |
| Ms John Wick |   7   |      100       |
| King Geordie |   6   |      4000      |
|    Ayumu     |   6   |      4000      |
|  hello bye   |   6   |      2010      |
|  Grand Dsos  |   6   |      2000      |
| Shadow D Ace |   6   |      2000      |
|  Big Dummy   |   6   |      1750      |
|  Wadge Man   |   6   |      1070      |
|     HIVR     |   6   |      1070      |
|  0 Nothing   |   6   |      1000      |
|  xTENTACI0N  |   6   |      1000      |
|    Jharsh    |   6   |      1000      |
|   RyMy Son   |   6   |      940       |
|  lil virtus  |   6   |      670       |
|  Zammo rak   |   6   |      530       |
|  l e g o s   |   6   |      510       |
|   Phe0niX    |   6   |      510       |
|   Zodiac69   |   6   |      504       |
|     Aego     |   6   |      500       |
|    mccree    |   6   |      500       |
|   l icy l    |   6   |      500       |
|    iGuish    |   6   |      500       |
|    xellay    |   6   |      500       |
|   Leendert   |   6   |      500       |
| Mr Branbran  |   6   |      500       |
|    JiiPee    |   6   |      500       |
|     Exla     |   6   |      500       |
|    Yoloo     |   6   |      500       |
|    skurt     |   6   |      500       |
|  Bummy Hobo  |   6   |      500       |
|  An Strayan  |   6   |      500       |
| ZaneDhampir  |   6   |      500       |
| Alpha Check  |   6   |      500       |
|    GonJaa    |   6   |      500       |
| Coder4Coffee |   6   |      500       |
|   Eki Boss   |   6   |      500       |
| Tony Da Tigr |   6   |      500       |
| JuniorNutNut |   6   |      500       |
|   Dr Spine   |   6   |      500       |
|   shreyas    |   6   |      500       |
|   Bolseiro   |   6   |      500       |
| Enormous Rod |   6   |      500       |
| DoggoBandito |   6   |      500       |
| CHICO BALA22 |   6   |      400       |
|   Sushie69   |   6   |      310       |
|  ToughTony   |   6   |      310       |
|   BethNomz   |   6   |      300       |
| Fly Frog Fly |   6   |      300       |
| Cherryloveee |   6   |      300       |
|   Poot Bow   |   6   |      300       |
|    Bu3esa    |   6   |      300       |
| Kitty Treats |   6   |      220       |
|     Plaz     |   6   |      214       |
|  Bobman fe   |   6   |      200       |
|  Blyadrick   |   6   |      200       |
|     Srep     |   6   |      200       |
| ALostStoner  |   6   |      200       |
| khall dr0g0  |   6   |      110       |
|    Rhyzm     |   6   |      100       |
|  Glory Arc   |   6   |      100       |
|   Az Liam    |   5   |      4500      |
| Kaiyser Soze |   5   |      4069      |
|  Top1Toxic   |   5   |      4069      |
|  Gentledan   |   5   |      4000      |
| incompretend |   5   |      2069      |
|    Washly    |   5   |      2010      |
|  A New Hope  |   5   |      2000      |
|   Batatoon   |   5   |      2000      |
| NameCharactr |   5   |      2000      |
| unluckygout  |   5   |      1250      |
|     Ab55     |   5   |      1070      |
|     kiq      |   5   |      1000      |
|  52 Warrior  |   5   |      1000      |
| Avatarhades  |   5   |      1000      |
| kystonninen  |   5   |      1000      |
|   Sproetje   |   5   |      1000      |
|   Dethium    |   5   |      1000      |
|  Zensithar   |   5   |      1000      |
|     Zato     |   5   |      1000      |
| Holy Lemon 3 |   5   |      860       |
| Coach Pesto  |   5   |      860       |
|   Biscuits   |   5   |      700       |
|   Usa1311    |   5   |      580       |
| Onlinevirus  |   5   |      530       |
| interstellr  |   5   |      520       |
|   swamplet   |   5   |      510       |
|   GPerico    |   5   |      510       |
|   El Maroc   |   5   |      510       |
|   Germa 66   |   5   |      510       |
|   tjittie0   |   5   |      510       |
|  Manlydied   |   5   |      510       |
|  Newb Cube   |   5   |      510       |
|    Mi ke     |   5   |      510       |
|   Poggles    |   5   |      500       |
|    Atroz     |   5   |      500       |
|   Githoro    |   5   |      500       |
|    WazzaH    |   5   |      500       |
|    Casquo    |   5   |      500       |
|    girle     |   5   |      500       |
|    Tobi E    |   5   |      500       |
|    Speedi    |   5   |      500       |
|   Lu Kayin   |   5   |      500       |
|    IM Ram    |   5   |      500       |
|    kiwie     |   5   |      500       |
| I Lick Hobos |   5   |      500       |
|   Sportpix   |   5   |      500       |
|  KOTP Luffy  |   5   |      500       |
|  Cardi Brie  |   5   |      500       |
| OldDirtyDave |   5   |      500       |
|   Dizzied    |   5   |      500       |
|   iTz ReD    |   5   |      500       |
|   mr marko   |   5   |      500       |
| Mank the Man |   5   |      500       |
|    Aletia    |   5   |      500       |
|     Asot     |   5   |      500       |
|    Ayamia    |   5   |      500       |
|  IronEricc   |   5   |      500       |
| Bruzzer Mini |   5   |      500       |
|  Zout Held   |   5   |      500       |
|   Cardiooo   |   5   |      500       |
| rsn nurdawg  |   5   |      500       |
|  DeadRadar   |   5   |      500       |
| BeardJustice |   5   |      500       |
|   Afroboy    |   5   |      500       |
|    shelly    |   5   |      460       |
|    durrs     |   5   |      400       |
| wnd_hunter69 |   5   |      360       |
|   Endolas    |   5   |      320       |
|     Kegz     |   5   |      310       |
|  Lithesome   |   5   |      310       |
|   F e l e    |   5   |      300       |
| Im Stephano  |   5   |      300       |
| Kun Fo Panda |   5   |      300       |
|     la i     |   5   |      300       |
|     Cygs     |   5   |      300       |
| SunnyBadBoy  |   5   |      300       |
| SpRiGgAnGoRe |   5   |      300       |
|   Racoonz2   |   5   |      300       |
| HappyScaping |   5   |      250       |
|   Nibor175   |   5   |      250       |
|  Big Wolff   |   5   |      220       |
| ActupforJoe  |   5   |      214       |
| Warlord Darc |   5   |      210       |
|    9ckii     |   5   |      200       |
|     huo      |   5   |      200       |
|  Dub Illest  |   5   |      200       |
| WiredJoshua  |   5   |      200       |
| I am Araxxor |   5   |      200       |
|  Iron Basti  |   5   |      200       |
|  Iron Pazu   |   5   |      200       |
|  Risen Tony  |   5   |      200       |
| Frozen Spuds |   5   |      200       |
|  SaltsFault  |   5   |      200       |
|    Digits    |   5   |      200       |
|   Joshua B   |   5   |      200       |
|    Darxys    |   5   |      200       |
| Info Seeker  |   5   |      150       |
|    Putfit    |   5   |      100       |
|  Holzkiste   |   5   |      100       |
|  S t e p h   |   5   |      100       |
| Panni kutty  |   5   |      100       |
| Strawberries |   4   |      8000      |
|  Sassy nex   |   4   |      8000      |
|  Last-twist  |   4   |      4000      |
|     Gioe     |   4   |      2000      |
|    Denis     |   4   |      2000      |
|    Kitten    |   4   |      2000      |
|    lrisk     |   4   |      2000      |
|   Chunky I   |   4   |      2000      |
| Half_Life16  |   4   |      2000      |
|   J oseph    |   4   |      2000      |
|   disney4    |   4   |      1740      |
|  so idiotic  |   4   |      1020      |
|   Emmanuel   |   4   |      1001      |
|    35 ant    |   4   |      1000      |
| Messy Cheeze |   4   |      1000      |
|   Nasayaa    |   4   |      1000      |
|    Trail     |   4   |      1000      |
|   Pulling    |   4   |      1000      |
|    Bluudi    |   4   |      1000      |
|    K0bEn     |   4   |      1000      |
|  Mr Burton   |   4   |      1000      |
| GNOME CHlLD  |   4   |      1000      |
|  WhiteTiger  |   4   |      1000      |
| Famous Drops |   4   |      1000      |
| Jumping Jack |   4   |      1000      |
|  Nitharsan   |   4   |      1000      |
|  Ubiquitous  |   4   |      1000      |
|   R O E L    |   4   |      950       |
|   nullgpt    |   4   |      870       |
| Runechuckie  |   4   |      860       |
|  Seedicidal  |   4   |      810       |
| Braccus Rex  |   4   |      750       |
| Trimmed Req  |   4   |      745       |
| Eyy Macarena |   4   |      650       |
|   Spud2032   |   4   |      650       |
|    Zavje     |   4   |      630       |
|    Melad     |   4   |      620       |
|   s v e n    |   4   |      600       |
|  Mr Keiser   |   4   |      550       |
|  Sad Kozmo   |   4   |      530       |
|  Mr Dragon   |   4   |      530       |
|   Ztheart    |   4   |      530       |
| Jandlaas247  |   4   |      530       |
|    base1     |   4   |      520       |
|    Seiyav    |   4   |      520       |
|      61      |   4   |      510       |
| Black Canary |   4   |      510       |
| Visievangen1 |   4   |      510       |
| Tinyy Turtle |   4   |      510       |
| Chtheilist2  |   4   |      510       |
|   Glooping   |   4   |      501       |
|      LC      |   4   |      500       |
|    spite     |   4   |      500       |
| Farmsnake32  |   4   |      500       |
|   Moodwan    |   4   |      500       |
|  sup fella   |   4   |      500       |
| Iron Tubbie  |   4   |      500       |
| DRAGON FURY  |   4   |      500       |
|    Beukje    |   4   |      500       |
|  wipeoutTom  |   4   |      500       |
|   Brilhas    |   4   |      500       |
|  Nescupcake  |   4   |      500       |
|  Ekkologix   |   4   |      500       |
|    Marg H    |   4   |      500       |
|    hann a    |   4   |      500       |
|     FCB      |   4   |      500       |
|    Mu-Ziq    |   4   |      500       |
| Befehlshaber |   4   |      500       |
|  Zuncholini  |   4   |      500       |
|    Kando     |   4   |      500       |
|   Gramr98    |   4   |      500       |
|  Fidele2650  |   4   |      500       |
|  Eddard BTW  |   4   |      500       |
|  GIGA N U T  |   4   |      500       |
|  Ducklings   |   4   |      500       |
|  RautaRaita  |   4   |      500       |
| Beastmaster  |   4   |      500       |
|  Eva Alfie   |   4   |      500       |
| FreddyWetty  |   4   |      500       |
|    Doufu     |   4   |      500       |
|   Sontoty    |   4   |      500       |
|  Windragon   |   4   |      500       |
|   mini ass   |   4   |      500       |
|    Tinky1    |   4   |      500       |
|  Ty For Tip  |   4   |      500       |
|    Pavise    |   4   |      500       |
|   SojoBay    |   4   |      500       |
|     ejyl     |   4   |      500       |
|   ognkrs3    |   4   |      500       |
| J A C K ASS  |   4   |      500       |
| Gielinor Bae |   4   |      500       |
| Retired PvP  |   4   |      500       |
|    Lazko     |   4   |      500       |
|  Holy Magic  |   4   |      500       |
| Bilbo Bagme  |   4   |      500       |
|  Dunning007  |   4   |      500       |
|    E d u     |   4   |      500       |
|   JJCrank    |   4   |      500       |
| XtraSparkles |   4   |      500       |
|   wootchy    |   4   |      500       |
|   Ando000    |   4   |      500       |
| Death costs  |   4   |      500       |
| wrldgardian  |   4   |      500       |
|  Rahkatykki  |   4   |      490       |
|  KnutInButt  |   4   |      400       |
|     xFly     |   4   |      400       |
|     XVII     |   4   |      400       |
|  Much Wauw   |   4   |      400       |
|  Koivuklapi  |   4   |      400       |
|  Zamoo rak   |   4   |      400       |
|  muzzY doN   |   4   |      370       |
|   lucretiA   |   4   |      370       |
|    classy    |   4   |      370       |
| McRibEnjoyer |   4   |      310       |
|   Mr Rushy   |   4   |      310       |
|    Xamler    |   4   |      300       |
| Sweet Chilly |   4   |      300       |
|    Merian    |   4   |      300       |
|   te mamo    |   4   |      300       |
| BlueDevils18 |   4   |      300       |
|   chr0nus    |   4   |      300       |
|    Zero x    |   4   |      300       |
| clapcheeksz  |   4   |      300       |
|     Yao      |   4   |      300       |
| Lvl 100 Dorb |   4   |      300       |
|  Stir Fried  |   4   |      270       |
|     AJQ8     |   4   |      250       |
|  Agent Kyle  |   4   |      250       |
|   Dakitten   |   4   |      210       |
|     mgls     |   4   |      200       |
|  knickerles  |   4   |      200       |
|  Pan Kacper  |   4   |      200       |
|    Sponio    |   4   |      200       |
|   RsDiddy    |   4   |      200       |
|     Ze x     |   4   |      200       |
|    applez    |   4   |      200       |
|   Kalif 9    |   4   |      200       |
|  TiPtOeWInG  |   4   |      200       |
|   ita chi    |   4   |      200       |
|    Krillz    |   4   |      200       |
| Actual Kyle  |   4   |      200       |
|   IM Angus   |   4   |      200       |
|  Shebloflin  |   4   |      200       |
| Denali_Blue  |   4   |      200       |
|     Pakt     |   4   |      200       |
|     OO69     |   4   |      200       |
|    Clad4     |   4   |      200       |
|   Xbox Mw3   |   4   |      200       |
|    AISG4     |   4   |      200       |
|    FakeBo    |   4   |      200       |
| Just Chicken |   4   |      150       |
|   Iron QoL   |   4   |      150       |
|  Just Mont   |   4   |      150       |
|  grim check  |   4   |      100       |
|    Bnopf     |   4   |      100       |
| Major spoons |   4   |      100       |
|  Unit Timmy  |   4   |      100       |
|   Debtsky    |   4   |      100       |
|    jooci     |   4   |      100       |
|   Le Mari    |   3   |      4069      |
|    Baboon    |   3   |      4051      |
|     Glue     |   3   |      4000      |
|  revo rowan  |   3   |      4000      |
|   Sarahm69   |   3   |      4000      |
|  Lumber Jak  |   3   |      4000      |
|    Stormm    |   3   |      2069      |
|   So Tuna    |   3   |      2069      |
|   ggurran    |   3   |      2000      |
|    Slads     |   3   |      2000      |
|  Just Kevin  |   3   |      2000      |
|     sekc     |   3   |      2000      |
| silverzyrux  |   3   |      2000      |
| DerBaumhaus  |   3   |      2000      |
|    Shivz     |   3   |      2000      |
| USSR Potazo  |   3   |      2000      |
|    moomoo    |   3   |      2000      |
|  Yae Mikowo  |   3   |      1290      |
|    Eldar     |   3   |      1290      |
| Dark Keanlo  |   3   |      1180      |
|     Omid     |   3   |      1100      |
|    Virius    |   3   |      1010      |
|    mionee    |   3   |      1000      |
| Dear anyone  |   3   |      1000      |
|  Leevimursu  |   3   |      1000      |
|    Rehan     |   3   |      1000      |
|  Mr Legendz  |   3   |      1000      |
| Black ethot  |   3   |      1000      |
|     A 75     |   3   |      1000      |
|    Koori     |   3   |      1000      |
|    trist     |   3   |      950       |
|    Gerdo     |   3   |      950       |
|    saiful    |   3   |      950       |
|     Duk      |   3   |      899       |
|    Nomak     |   3   |      870       |
|    Nubbyn    |   3   |      870       |
|    Kshack    |   3   |      870       |
|  Flamestar   |   3   |      810       |
|    Fatall    |   3   |      810       |
|  FlameRAF69  |   3   |      800       |
|   Sastrix    |   3   |      750       |
| AFloppyClock |   3   |      750       |
|   Floor 23   |   3   |      750       |
|    Weezer    |   3   |      750       |
| Adrenallynn  |   3   |      750       |
|     Lee2     |   3   |      750       |
| MagoDBatalla |   3   |      720       |
|  Umbra Avis  |   3   |      720       |
| Ricedaddy69  |   3   |      700       |
|     Goud     |   3   |      700       |
|  The Alien   |   3   |      670       |
|  Bongobloke  |   3   |      650       |
|     Araa     |   3   |      580       |
|    Vanmus    |   3   |      580       |
|    Zooop     |   3   |      550       |
| Fuwujin Wolf |   3   |      540       |
|    Zedno     |   3   |      530       |
|     1peb     |   3   |      530       |
|   Braaten    |   3   |      520       |
|   Joyceful   |   3   |      520       |
|  Braitbaud   |   3   |      520       |
|   Shuunsui   |   3   |      520       |
| xSad Shadow  |   3   |      520       |
|    Dontre    |   3   |      510       |
|   gian1001   |   3   |      510       |
|   Tin Ltd    |   3   |      510       |
| MasterOfSlay |   3   |      510       |
|   Beta Fox   |   3   |      510       |
|     Deni     |   3   |      510       |
|    Mawaad    |   3   |      510       |
| Ninja Nothin |   3   |      510       |
|    fiili     |   3   |      510       |
|   Chipette   |   3   |      500       |
|  aww tissm   |   3   |      500       |
|   Lallelal   |   3   |      500       |
|   disaster   |   3   |      500       |
|    Kaigi     |   3   |      500       |
| just shad0w  |   3   |      500       |
|      Ah      |   3   |      500       |
|     Sutr     |   3   |      500       |
|    Concho    |   3   |      500       |
| TimeToMoveOn |   3   |      500       |
|  Hyper okko  |   3   |      500       |
| stiffingers  |   3   |      500       |
|   Samuell    |   3   |      500       |
|     ar c     |   3   |      500       |
| Cookie of St |   3   |      500       |
|  yeetdix321  |   3   |      500       |
|  Egg-cited   |   3   |      500       |
|    sized     |   3   |      500       |
| Fail Turtle  |   3   |      500       |
|   Mahfoud    |   3   |      500       |
|  Ping Slave  |   3   |      500       |
|  mini sally  |   3   |      500       |
|   Smutter    |   3   |      500       |
|    Ankles    |   3   |      500       |
| Pinky Swear  |   3   |      500       |
| waverly earp |   3   |      500       |
| Prodigal Kid |   3   |      500       |
|  Brunterfly  |   3   |      500       |
|     R a1     |   3   |      500       |
|     FoKz     |   3   |      500       |
|   Dr Murse   |   3   |      500       |
|    Amazes    |   3   |      500       |
|     PRJR     |   3   |      500       |
|  Loosecat69  |   3   |      500       |
|   0G King    |   3   |      500       |
|     Naql     |   3   |      500       |
|     Whey     |   3   |      500       |
| Chonky Milo  |   3   |      500       |
|    D ona     |   3   |      500       |
|   Hasbulah   |   3   |      500       |
| Shilo Spoon  |   3   |      500       |
|  Alexandre   |   3   |      500       |
|  Tiny Birbs  |   3   |      500       |
|  Stormberry  |   3   |      500       |
|   Learnin    |   3   |      500       |
|  Erulastiel  |   3   |      500       |
|    bp bp     |   3   |      500       |
|    Asada     |   3   |      500       |
|  Mr Snoopy   |   3   |      500       |
|     earN     |   3   |      500       |
|    Sav RS    |   3   |      500       |
|  Onii Sama   |   3   |      500       |
|  DivertCal   |   3   |      500       |
|   Ryceman    |   3   |      500       |
|  Jr gosimer  |   3   |      500       |
|  The Purged  |   3   |      500       |
|   xKill ua   |   3   |      460       |
|  foxy racer  |   3   |      430       |
|  Pork Rinds  |   3   |      420       |
|    Statz     |   3   |      410       |
| BEER IN SLOT |   3   |      400       |
|     AXVD     |   3   |      400       |
|    Noire     |   3   |      400       |
|   Dark Jak   |   3   |      400       |
| Bird Husband |   3   |      400       |
|   Doc Tod    |   3   |      400       |
|   Whim Btw   |   3   |      378       |
| Dictator Fal |   3   |      350       |
| Be Ice To Me |   3   |      350       |
|   Dellevis   |   3   |      330       |
|   Mr Gumbo   |   3   |      320       |
|    Alpii     |   3   |      320       |
|  IronRngBtw  |   3   |      310       |
|  Willogent   |   3   |      310       |
|    Re ol     |   3   |      310       |
|   im brent   |   3   |      300       |
|    iFishy    |   3   |      300       |
|   EKZoOdiO   |   3   |      300       |
|   Tempest    |   3   |      300       |
| Too much lag |   3   |      300       |
| Sleepy Ganyu |   3   |      300       |
|   Pengvin    |   3   |      300       |
|  Hi im Suri  |   3   |      300       |
| DaRk ZaRoSs  |   3   |      300       |
|    1mxrk     |   3   |      300       |
|   Im Kity    |   3   |      300       |
|    Aiche     |   3   |      300       |
|   iTommyy    |   3   |      300       |
|     Xomb     |   3   |      300       |
|    Tommas    |   3   |      300       |
|    Nanci     |   3   |      300       |
|    Yoram     |   3   |      300       |
|    Mitic     |   3   |      300       |
|   Thok It    |   3   |      300       |
|  Chaoster7   |   3   |      300       |
|     PC1      |   3   |      300       |
| unntrimmedhp |   3   |      300       |
| Daddy Crits  |   3   |      300       |
| Hench Sheep  |   3   |      300       |
| Remington768 |   3   |      300       |
|   0thello    |   3   |      300       |
|   wotever    |   3   |      270       |
|  PiffScape   |   3   |      270       |
|  Just Boss   |   3   |      270       |
|   Allons Y   |   3   |      250       |
| saucemydude  |   3   |      250       |
| De Peace Man |   3   |      250       |
