2023-02-04 08:26:29,096: Fetching Zamorak Stats for Group Size = 4
2023-02-04 08:59:05,266: Total Teams: 1938
2023-02-04 08:59:05,267: Total Unique Players: 2537
+--------------+-------+----------------+
|     Name     | Count | Highest Enrage |
|   V Y C E    |   3   |      250       |
|    shazz     |   3   |      250       |
| 7th dps pile |   3   |      250       |
|  dispersing  |   3   |      220       |
| ZwitterIron  |   3   |      220       |
|    Phione    |   3   |      210       |
|   Tiny Cal   |   3   |      200       |
|   meepmeep   |   3   |      200       |
|  Dishonour   |   3   |      200       |
| FAT BullToad |   3   |      200       |
|  sir penoir  |   3   |      200       |
| Patryk11761  |   3   |      200       |
|    Kiekrz    |   3   |      200       |
| xxantxx1 v2  |   3   |      200       |
|   Lolico n   |   3   |      200       |
| Fajny Chlop  |   3   |      200       |
|    Brygo     |   3   |      200       |
|  OverLord G  |   3   |      200       |
| Lady Chelsea |   3   |      200       |
| Sin To Spin  |   3   |      200       |
|   BIackout   |   3   |      200       |
|  JomocoftT   |   3   |      200       |
|    Szajna    |   3   |      200       |
|  Fractured   |   3   |      200       |
|  Papa Toddy  |   3   |      200       |
| dropo demais |   3   |      200       |
|   naught y   |   3   |      200       |
|  Ehrengurke  |   3   |      200       |
|    xHofi     |   3   |      200       |
|    yMagi     |   3   |      200       |
| IceRiver225  |   3   |      200       |
|   Jujuzist   |   3   |      200       |
| IceIce Bobby |   3   |      200       |
| LunaLunatic  |   3   |      200       |
|     ieli     |   3   |      200       |
|   Gui bow    |   3   |      200       |
|  Risen ErdZ  |   3   |      200       |
|  Im Spardan  |   3   |      200       |
| King of tin  |   3   |      200       |
|    Flopia    |   3   |      200       |
|   M a son    |   3   |      200       |
|  dreamiest   |   3   |      200       |
|   Frapple    |   3   |      200       |
| Witherhoard  |   3   |      200       |
| Screw it up  |   3   |      200       |
| Rebels Kyle2 |   3   |      200       |
|    Mheka     |   3   |      200       |
| FreakAthlete |   3   |      200       |
|  Angel Paul  |   3   |      200       |
| Papa Smurrff |   3   |      200       |
|     Gabo     |   3   |      200       |
|   Makariaa   |   3   |      200       |
|   Isigned    |   3   |      200       |
|   Kipodkis   |   3   |      200       |
|   Marty I    |   3   |      200       |
| Kris Senior  |   3   |      200       |
| ButItWasIDio |   3   |      200       |
|  AlolanBig   |   3   |      200       |
| PelosiTears  |   3   |      200       |
| Fishish fish |   3   |      200       |
|  Get smart   |   3   |      200       |
|   MikeroRs   |   3   |      180       |
|    iMesut    |   3   |      150       |
|   Zinggy09   |   3   |      150       |
| 87errorfrog  |   3   |      120       |
|  on flower   |   3   |      100       |
|   papa dor   |   3   |      100       |
|   Jurassic   |   3   |      100       |
|    Aziwa     |   3   |      100       |
|    Rhondi    |   3   |      100       |
|    Zappy     |   3   |      100       |
|  bladeland   |   3   |      100       |
| NatsuDagneel |   3   |      100       |
| scotty nottz |   3   |      100       |
|  Jiren Grey  |   3   |      100       |
| Doom Of Thot |   3   |      100       |
|    Exvier    |   3   |      100       |
|   Z A T H    |   3   |      100       |
|    M agg     |   3   |      100       |
|  The RS Guy  |   2   |     10590      |
|   khorinis   |   2   |      6969      |
| Natedapanda  |   2   |      6000      |
|    xMiley    |   2   |      5500      |
|    Zaklr     |   2   |      4069      |
|   bryce-99   |   2   |      4069      |
|  Distortive  |   2   |      4069      |
| SmackQueenm  |   2   |      4069      |
|  Tree Time   |   2   |      4051      |
| SmexyLonely  |   2   |      4000      |
|    Tajlu     |   2   |      4000      |
| RS Sparkles  |   2   |      4000      |
|  Teemo4hit   |   2   |      4000      |
|   Ravine70   |   2   |      4000      |
| Timelord RS  |   2   |      4000      |
| Jen Bon Jovi |   2   |      4000      |
|      zm      |   2   |      2500      |
|    sanbe     |   2   |      2000      |
|     aIZ      |   2   |      2000      |
|     Imp      |   2   |      2000      |
| LeonTheSheep |   2   |      2000      |
|  A K U L A   |   2   |      2000      |
|   Seahawks   |   2   |      2000      |
|    Akaro     |   2   |      1290      |
|   Zhongli    |   2   |      1290      |
|   Buenfil    |   2   |      1180      |
|   shi nji    |   2   |      1180      |
|  Noo way g   |   2   |      1001      |
|  Marco Reu5  |   2   |      1000      |
|  RaiseOnce   |   2   |      1000      |
|    Quinja    |   2   |      1000      |
|    Palkia    |   2   |      1000      |
|    Gerni     |   2   |      1000      |
|    Magsy     |   2   |      1000      |
|    Salem     |   2   |      1000      |
|   Aversive   |   2   |      1000      |
| Egg Waffles  |   2   |      1000      |
|    worrie    |   2   |      1000      |
|   Shadofox   |   2   |      1000      |
|  blinky987   |   2   |      1000      |
|   Y0ungDon   |   2   |      1000      |
|    Ryzey     |   2   |      1000      |
| Slim-Jesus97 |   2   |      1000      |
|   H4nd1cap   |   2   |      850       |
|    Bergs     |   2   |      810       |
|   FakeTaxi   |   2   |      720       |
|    DbdLaw    |   2   |      720       |
|     Wolv     |   2   |      700       |
|   Labung6    |   2   |      670       |
|  Iron Urby   |   2   |      670       |
|     DBP      |   2   |      650       |
|   Mr Zell    |   2   |      630       |
| Toilet Dance |   2   |      630       |
|    MvG94     |   2   |      630       |
|    dude k    |   2   |      600       |
|    Kayne     |   2   |      600       |
|   Vordrago   |   2   |      580       |
| MerryCritmus |   2   |      580       |
|   DiddyBop   |   2   |      550       |
|   WarmDabs   |   2   |      530       |
|     Fade     |   2   |      520       |
|   Gul Saft   |   2   |      520       |
|    L y nx    |   2   |      520       |
|   Jhinsane   |   2   |      520       |
|   Sidonha    |   2   |      520       |
| Capabiliity  |   2   |      510       |
|   Yak Yak    |   2   |      501       |
|    3nqash    |   2   |      501       |
|    lianie    |   2   |      501       |
| GreenCorner  |   2   |      500       |
|    Karmy     |   2   |      500       |
|     wah      |   2   |      500       |
|     Chai     |   2   |      500       |
|    Katnub    |   2   |      500       |
|    damaaj    |   2   |      500       |
|     Kowi     |   2   |      500       |
| flatwiener69 |   2   |      500       |
|     lexa     |   2   |      500       |
|   Zirazzz    |   2   |      500       |
|  Archernix   |   2   |      500       |
|    Milee     |   2   |      500       |
|     Diep     |   2   |      500       |
| Call Me Erik |   2   |      500       |
|     sh9      |   2   |      500       |
|     ur69     |   2   |      500       |
|  Zuk Hugga   |   2   |      500       |
|  Ado of rs   |   2   |      500       |
| ShadowTHUNDR |   2   |      500       |
|   YCRYMORE   |   2   |      500       |
|  El Scoots   |   2   |      500       |
|     k1zy     |   2   |      500       |
|   Kamista    |   2   |      500       |
|    Rrman     |   2   |      500       |
|  Nils Einar  |   2   |      500       |
|    Ludde     |   2   |      500       |
|   Jade 15    |   2   |      500       |
|  Tax Payer   |   2   |      500       |
|    Theump    |   2   |      500       |
|  Oreokjeks   |   2   |      500       |
|    Splen     |   2   |      500       |
|   McHotty    |   2   |      500       |
|   Wes ley    |   2   |      500       |
| Slicersigil  |   2   |      500       |
|  Pearlsigil  |   2   |      500       |
|    Symego    |   2   |      500       |
|    H I Q     |   2   |      500       |
|   M8 of 48   |   2   |      500       |
|  Drag 2778   |   2   |      500       |
|  Whitts o-0  |   2   |      500       |
| Steel beams  |   2   |      500       |
|   Carroger   |   2   |      500       |
| IronAraxxor  |   2   |      500       |
| Mr Kagemand  |   2   |      500       |
| Unge Spiller |   2   |      500       |
|   Georg ie   |   2   |      500       |
|     afk      |   2   |      500       |
|    Hero1     |   2   |      500       |
|    ddumb     |   2   |      500       |
|    sizecl    |   2   |      500       |
| NoxiousMinds |   2   |      500       |
|  i cba ffs   |   2   |      500       |
| lostandscare |   2   |      500       |
|     Wzrd     |   2   |      500       |
|  iamslashy   |   2   |      500       |
|   Mz30fast   |   2   |      500       |
| melonchicken |   2   |      500       |
|    Sept96    |   2   |      500       |
|    kahlid    |   2   |      500       |
|    Aretas    |   2   |      500       |
| Teleportals  |   2   |      500       |
|    snarls    |   2   |      500       |
|    Isacan    |   2   |      500       |
| mini elliot  |   2   |      500       |
| Frowned Up0n |   2   |      500       |
|    Psyduk    |   2   |      500       |
|  Oceancoco   |   2   |      500       |
|    podre     |   2   |      500       |
|   Joeyhax    |   2   |      500       |
|     Z28      |   2   |      500       |
|    Im Mo     |   2   |      500       |
|   Woooshly   |   2   |      500       |
|   Invasian   |   2   |      500       |
| Magmortar66  |   2   |      500       |
| Meruemzinho  |   2   |      500       |
| WoLfBoyMogLi |   2   |      500       |
| King Bibbler |   2   |      500       |
|     Tsuk     |   2   |      500       |
|     Ghp      |   2   |      500       |
|    Strung    |   2   |      500       |
|   Fist in    |   2   |      500       |
| Spheniscidae |   2   |      500       |
| Capt Algren  |   2   |      500       |
| Im Just Sora |   2   |      500       |
|   Rowan131   |   2   |      500       |
|  BAD KOSHY   |   2   |      500       |
|   Fooliish   |   2   |      500       |
|  PepegaVet   |   2   |      500       |
|     Zeri     |   2   |      500       |
| Holy Hades69 |   2   |      500       |
|    Cri m     |   2   |      500       |
|    Doglas    |   2   |      500       |
|    Nsoak     |   2   |      500       |
| Kris Kronkle |   2   |      500       |
| Team Tukker  |   2   |      500       |
| killing boys |   2   |      480       |
|     Kalo     |   2   |      420       |
|  Sheepswag   |   2   |      420       |
|    Hjonk     |   2   |      410       |
|     qeda     |   2   |      410       |
|    immort    |   2   |      400       |
|   TheCamoX   |   2   |      380       |
|  Mini Lenn   |   2   |      378       |
|     byj      |   2   |      370       |
|   Memenix    |   2   |      350       |
|  Kim Wilde   |   2   |      350       |
|     duwu     |   2   |      350       |
|  Bijanvari   |   2   |      350       |
|   Thejeff4   |   2   |      350       |
|  Zesty Yeti  |   2   |      350       |
|    bOwOlg    |   2   |      350       |
|    Monse     |   2   |      350       |
| Barrows Dye  |   2   |      330       |
|  Carpe Diem  |   2   |      330       |
|     Aton     |   2   |      330       |
|     KTW      |   2   |      330       |
| Dat Canadian |   2   |      330       |
| Phil Shiesty |   2   |      330       |
|  Cpt Noobie  |   2   |      330       |
|     Amps     |   2   |      310       |
|   anxious    |   2   |      300       |
| Wazzylicious |   2   |      300       |
|     Yai      |   2   |      300       |
|  Coco Rocks  |   2   |      300       |
| Brandon Joel |   2   |      300       |
|     Ud0m     |   2   |      300       |
|     Raye     |   2   |      300       |
|     JRod     |   2   |      300       |
|   suugataa   |   2   |      300       |
|   Tamsiie    |   2   |      300       |
|  Corrupting  |   2   |      300       |
|  CerealBox   |   2   |      300       |
|   The Veld   |   2   |      300       |
|   Rob Solo   |   2   |      300       |
|    Swedun    |   2   |      300       |
|    Clouwd    |   2   |      300       |
|   RATIONAL   |   2   |      300       |
|    x y z     |   2   |      300       |
| omg its jaja |   2   |      300       |
| Tank_Hunter9 |   2   |      300       |
|   Sherwien   |   2   |      300       |
|    L ina     |   2   |      300       |
|   xAmelia    |   2   |      300       |
| XxKazooiexX  |   2   |      300       |
|     Erin     |   2   |      300       |
|   MarvinU    |   2   |      300       |
|   Scullpy    |   2   |      300       |
|  Top_G_Geek  |   2   |      300       |
|   Carrissy   |   2   |      300       |
| WangGolfDog  |   2   |      300       |
| xLove Cougar |   2   |      300       |
| I Beast Moms |   2   |      300       |
|  Destiny Nx  |   2   |      300       |
|    Pawed     |   2   |      300       |
| 120 attackk  |   2   |      300       |
| Flame of Ful |   2   |      300       |
|   28Grams    |   2   |      300       |
| Great Minds  |   2   |      300       |
|     Zweb     |   2   |      290       |
| I am Brezza  |   2   |      290       |
|   G3North    |   2   |      290       |
|    Avocat    |   2   |      270       |
|  ProSKatona  |   2   |      260       |
|  PROLovag9   |   2   |      260       |
|  Balazs2251  |   2   |      260       |
|    Lucosa    |   2   |      250       |
| 77chalk1453  |   2   |      250       |
| Blood Phase  |   2   |      250       |
|     Levi     |   2   |      250       |
|     maf      |   2   |      250       |
|    Robino    |   2   |      250       |
|    Stormy    |   2   |      250       |
|     Alan     |   2   |      250       |
|     sbuT     |   2   |      250       |
|   Cupcakes   |   2   |      250       |
|  its akiim   |   2   |      250       |
| Edgy Zoomer  |   2   |      250       |
|  petty seth  |   2   |      250       |
|  sad boi c   |   2   |      250       |
| Dipper Remon |   2   |      250       |
|  Maple Logs  |   2   |      250       |
|   Razor17    |   2   |      250       |
|  Jermaine24  |   2   |      250       |
| DunderBongen |   2   |      250       |
|    Goblin    |   2   |      250       |
|   Blaziken   |   2   |      250       |
|    Roowie    |   2   |      250       |
| JesusLover45 |   2   |      250       |
|   Elaliite   |   2   |      220       |
|  Ovl golem   |   2   |      210       |
|     Val      |   2   |      210       |
|    Fk Zuk    |   2   |      210       |
|    Bobtje    |   2   |      210       |
|    x Jay     |   2   |      200       |
|    M I W     |   2   |      200       |
|    Lunge     |   2   |      200       |
| sick phukka  |   2   |      200       |
|  viktor2015  |   2   |      200       |
|    Ftezak    |   2   |      200       |
| Perfect Plus |   2   |      200       |
|  LifePoints  |   2   |      200       |
|   David93    |   2   |      200       |
|  Radicalism  |   2   |      200       |
|   ignited    |   2   |      200       |
|   C Falkon   |   2   |      200       |
|  Kahmadant   |   2   |      200       |
|   J00stie    |   2   |      200       |
|    ceees     |   2   |      200       |
| Kick a duck  |   2   |      200       |
|   nielskuh   |   2   |      200       |
|  SoulDoubt   |   2   |      200       |
|    Garin     |   2   |      200       |
| somenoobguy  |   2   |      200       |
| RsnDragonSin |   2   |      200       |
|  h2rrasm33s  |   2   |      200       |
| FREAKY N FAT |   2   |      200       |
|     Hiaa     |   2   |      200       |
|   Qwertx07   |   2   |      200       |
| TheBotFather |   2   |      200       |
|  Fire Afrit  |   2   |      200       |
|     Lilz     |   2   |      200       |
| PixelForReal |   2   |      200       |
|   Ainsley    |   2   |      200       |
|    Hexow     |   2   |      200       |
|    Grico     |   2   |      200       |
|    Ry zzz    |   2   |      200       |
|  HalfMaxed   |   2   |      200       |
|  Reblionar   |   2   |      200       |
| Smilesshadow |   2   |      200       |
|   Crunked1   |   2   |      200       |
| Wild kyogre  |   2   |      200       |
|  Aurorical   |   2   |      200       |
|  M E R E L   |   2   |      200       |
|    Add my    |   2   |      200       |
|    An Avo    |   2   |      200       |
| Barrows rots |   2   |      200       |
|  Decimation  |   2   |      200       |
|     Tay      |   2   |      200       |
|  playturtle  |   2   |      200       |
| SteamMyBeans |   2   |      200       |
|    Deonta    |   2   |      200       |
|  Battlekind  |   2   |      200       |
|     Naeu     |   2   |      200       |
|   Vivera99   |   2   |      200       |
|  Titanic880  |   2   |      200       |
| congeminatio |   2   |      200       |
|   Gunittt    |   2   |      200       |
|  Rasmusdas   |   2   |      200       |
|  Skystriker  |   2   |      200       |
|   Ten Bag    |   2   |      200       |
|    Xombs     |   2   |      200       |
|  Dagger Maw  |   2   |      200       |
|  GlitchyBox  |   2   |      200       |
| Frauenrechte |   2   |      200       |
|  Ishbomebob  |   2   |      200       |
|   Bye RS3    |   2   |      200       |
|    juggy1    |   2   |      200       |
|   lekenny    |   2   |      200       |
|   KYL0 REN   |   2   |      200       |
|    Stroke    |   2   |      200       |
| Bear Titties |   2   |      200       |
| Bilbob Took  |   2   |      200       |
|   Tinchoo    |   2   |      200       |
|  Bidonista   |   2   |      200       |
|   Agust1nn   |   2   |      200       |
|     Dzie     |   2   |      200       |
|  Kirsty2487  |   2   |      200       |
|   Hu Taoo    |   2   |      200       |
| paddy is baq |   2   |      200       |
|   Henk Uhh   |   2   |      200       |
|    nubsta    |   2   |      200       |
|  Good Alias  |   2   |      200       |
|  Mech Chin   |   2   |      200       |
| CumHydrated  |   2   |      200       |
| FauxNewsFox  |   2   |      200       |
|   shyamiee   |   2   |      200       |
| Yew Wong Nub |   2   |      200       |
|  Risen 4i20  |   2   |      200       |
|   Paolognp   |   2   |      200       |
|    ma tti    |   2   |      200       |
|  ChriSs Gs   |   2   |      200       |
|   Artanime   |   2   |      200       |
|   Raikury    |   2   |      200       |
| Golden Rock  |   2   |      200       |
| Killertroll  |   2   |      200       |
| Pr0 Messi10  |   2   |      200       |
| Super DeathX |   2   |      200       |
|  SenpaiPvM   |   2   |      200       |
|   Araragi    |   2   |      200       |
|    Naomed    |   2   |      200       |
|  Kevin Only  |   2   |      200       |
| WolfDwnEarth |   2   |      200       |
|   Callepo    |   2   |      200       |
| ironblazeo15 |   2   |      200       |
|  Ajay Kumar  |   2   |      200       |
|   Okktaen    |   2   |      200       |
|   Shavar50   |   2   |      200       |
|  Savage war  |   2   |      200       |
| Angel Elixir |   2   |      200       |
|   TR samer   |   2   |      200       |
| Samers FSOA  |   2   |      200       |
|  CurveBoned  |   2   |      200       |
|   Ekimike    |   2   |      200       |
| sick of all  |   2   |      180       |
|    f yoyo    |   2   |      160       |
|   Shmoopy    |   2   |      160       |
| OmniBalance  |   2   |      160       |
|  keeseend1   |   2   |      150       |
|   Jaydonn    |   2   |      150       |
|  Sammy Kaye  |   2   |      150       |
| Ole McDonald |   2   |      150       |
|   J Plums    |   2   |      150       |
|   i vegas    |   2   |      150       |
|  Conventiuz  |   2   |      140       |
|  Koori Alt   |   2   |      130       |
|  Dark Fuzz   |   2   |      130       |
|     Kwe      |   2   |      130       |
|   LanceJr    |   2   |      120       |
|   geherman   |   2   |      120       |
| Evil Lucario |   2   |      120       |
|  iChipette   |   2   |      120       |
| Tranceplant  |   2   |      120       |
|  Sun check   |   2   |      110       |
|  Its Remco   |   2   |      110       |
|    C od y    |   2   |      110       |
|    Zeald     |   2   |      110       |
| Knightmare7  |   2   |      110       |
|    Cratam    |   2   |      110       |
| Im Xp Wastin |   2   |      110       |
| God Wars III |   2   |      101       |
|  Pvm Pengu   |   2   |      100       |
|   Pechorin   |   2   |      100       |
|  Richie1996  |   2   |      100       |
|    Traits    |   2   |      100       |
|     Pech     |   2   |      100       |
|    KevRS     |   2   |      100       |
|   zam meh    |   2   |      100       |
| Cirilla BTW  |   2   |      100       |
|   Xero 0_0   |   2   |      100       |
|     J od     |   2   |      100       |
|    Toby M    |   2   |      100       |
|    V e s     |   2   |      100       |
|  Xamavoice   |   2   |      100       |
|   Quickpaw   |   2   |      100       |
| SaltyTheNoob |   2   |      100       |
|      9w      |   2   |      100       |
|    Pix i     |   2   |      100       |
|   Rainyday   |   2   |      100       |
| Naughty Nex  |   2   |      100       |
| Nanami Kuon  |   2   |      100       |
|    xenltz    |   2   |      100       |
|   Marshull   |   2   |      100       |
|   Iown Loo   |   2   |      100       |
|  Anima Flow  |   2   |      100       |
| Teemo Broken |   2   |      100       |
| Mr Angeli x  |   2   |      100       |
| Daddycakess  |   2   |      100       |
| ZombiNanners |   2   |      100       |
| ultimatedr6  |   2   |      100       |
|  DryHummus   |   2   |      100       |
| White Caviar |   2   |      100       |
|    Topic     |   2   |      100       |
| Thus I Atone |   2   |      100       |
| zerodeaths0  |   2   |      100       |
| Dark world3  |   2   |      100       |
| CG Flamingo  |   2   |      100       |
|   Marinick   |   2   |      100       |
|   Sindiro    |   2   |      100       |
| Toxic Luffy  |   2   |      100       |
|   le reap    |   2   |      100       |
|     GHII     |   2   |      100       |
|    Kwisty    |   2   |      100       |
|    Elroy     |   2   |      100       |
|    Inkyy     |   2   |      100       |
| FeSatan uWu  |   2   |      100       |
|  Tubbeladen  |   2   |      100       |
|    Bewtty    |   2   |      100       |
| NootWhingeM8 |   2   |      100       |
|   RiveraHN   |   2   |      100       |
|  holdmaduh   |   2   |      100       |
|   Ashutosh   |   2   |      100       |
|  556mm_NATO  |   2   |      100       |
|   Simotas    |   2   |      100       |
|   Imme too   |   2   |      100       |
|  NotBoodef   |   2   |      100       |
|  Best Joey   |   2   |      100       |
| Winsome Lad  |   2   |      100       |
| Morango Sad  |   2   |      100       |
|  Lalaidama   |   2   |      100       |
|  Axel Blaze  |   2   |      100       |
| Ruthlace2021 |   2   |      100       |
|    kyroh     |   1   |      4500      |
|  SlowCause   |   1   |      4069      |
|  Lady Green  |   1   |      4069      |
|  xxRooster   |   1   |      4069      |
|   Yazhgarr   |   1   |      4069      |
|   Monkojin   |   1   |      4069      |
|   Calango    |   1   |      4069      |
|    Cymru     |   1   |      4069      |
|  killerwaar  |   1   |      4069      |
|  R a m b o   |   1   |      4069      |
|    Dan K     |   1   |      4069      |
|   Danchou    |   1   |      4069      |
| BeepBeepZoop |   1   |      4069      |
| Jose Return  |   1   |      4069      |
|   SoloTiny   |   1   |      4069      |
|    Gerbil    |   1   |      4069      |
|    L ukaz    |   1   |      4069      |
|   Tjuvjakt   |   1   |      4069      |
|     Lacy     |   1   |      4069      |
|    Haram     |   1   |      4000      |
|   Akane x    |   1   |      4000      |
|    le me     |   1   |      4000      |
|   Rainboh    |   1   |      4000      |
|     WiFi     |   1   |      4000      |
| King Timaeus |   1   |      4000      |
|  Lars deLux  |   1   |      4000      |
|    pxMxq     |   1   |      4000      |
|   Kit Kath   |   1   |      4000      |
|  BazzLeader  |   1   |      4000      |
|  KrunchyKum  |   1   |      4000      |
| Rogue Glenn  |   1   |      4000      |
|     ing      |   1   |      4000      |
|      E       |   1   |      4000      |
|    DePose    |   1   |      2500      |
|  Kenny2good  |   1   |      2069      |
| cyno_is_lit  |   1   |      2069      |
|  FuknCrazy   |   1   |      2069      |
|    J1 ZZ     |   1   |      2069      |
|  On3 piece   |   1   |      2069      |
|    Rudeep    |   1   |      2069      |
| Eyesassinine |   1   |      2069      |
| Cummdumpsta  |   1   |      2069      |
|  Beast Ball  |   1   |      2069      |
|     hyuh     |   1   |      2000      |
|   Seanyboo   |   1   |      2000      |
|  Swift uwu   |   1   |      2000      |
|    nahtan    |   1   |      2000      |
|    Saynn     |   1   |      2000      |
|  Faceprobs7  |   1   |      2000      |
|   xVerdant   |   1   |      2000      |
|     Gehn     |   1   |      2000      |
|  SpyderSpit  |   1   |      2000      |
|   MilFeMan   |   1   |      2000      |
|    Treed     |   1   |      2000      |
| XIII Reasons |   1   |      2000      |
| adidas_kid14 |   1   |      2000      |
| Very Elegant |   1   |      2000      |
| [#B2XJ77SNP] |   1   |      2000      |
|  Kangarootz  |   1   |      2000      |
|   Sr Paisa   |   1   |      1180      |
| Bloody Bogan |   1   |      1001      |
|  yung whopp  |   1   |      1000      |
|    BM wat    |   1   |      1000      |
|   Crickets   |   1   |      1000      |
|   II Kuro    |   1   |      1000      |
|  abigpotato  |   1   |      860       |
|  metalsloth  |   1   |      750       |
|  Solo-Lauch  |   1   |      700       |
| Will Warlock |   1   |      670       |
|     Jawi     |   1   |      670       |
|     Jask     |   1   |      660       |
|     idek     |   1   |      660       |
|    Karil     |   1   |      660       |
|    Urusai    |   1   |      660       |
|    Zappa     |   1   |      560       |
|   Tokemont   |   1   |      560       |
|    Teddie    |   1   |      560       |
| El Sadge Rs  |   1   |      560       |
|  Emo Aaron   |   1   |      560       |
| SpookyFishy  |   1   |      530       |
|  Alexaander  |   1   |      520       |
|   Smoulder   |   1   |      510       |
| Soggy Pillow |   1   |      510       |
|     devg     |   1   |      510       |
|  Zeref btw   |   1   |      510       |
|   Gubluos    |   1   |      510       |
| Saint Blint  |   1   |      510       |
|   Humundy    |   1   |      510       |
|    Y0man     |   1   |      510       |
|     Was      |   1   |      510       |
|  Firedog294  |   1   |      510       |
|   Alluneve   |   1   |      510       |
|     Jkal     |   1   |      510       |
|   Z3eMeeuw   |   1   |      501       |
|     shwt     |   1   |      501       |
| rs for gainz |   1   |      501       |
|    Girls     |   1   |      501       |
|     Sal      |   1   |      501       |
|    sadden    |   1   |      501       |
|     dolk     |   1   |      501       |
|  melissaofc  |   1   |      500       |
|    senie     |   1   |      500       |
|    Hessen    |   1   |      500       |
|   Ottfan1    |   1   |      500       |
|    Shupa     |   1   |      500       |
|    Asimo     |   1   |      500       |
|   kon cha    |   1   |      500       |
|   Fulleri    |   1   |      500       |
|   Ap 2121    |   1   |      500       |
| German Stud  |   1   |      500       |
|     B en     |   1   |      500       |
|   Crayonz    |   1   |      500       |
| Gullycreepa  |   1   |      500       |
|  Eon Kitty   |   1   |      500       |
|  wtf pengu   |   1   |      500       |
| SidneyRigdon |   1   |      500       |
|  ARAND0MGUY  |   1   |      500       |
| ZukDropsPlz  |   1   |      500       |
|     Goso     |   1   |      500       |
| Purely 4 Fun |   1   |      500       |
|    Taliya    |   1   |      500       |
|   jonievr    |   1   |      500       |
|    Inter     |   1   |      500       |
|    Ybert     |   1   |      500       |
|    Kiryn     |   1   |      500       |
|   uhpandaa   |   1   |      500       |
| Heksjesproet |   1   |      500       |
|     Eskl     |   1   |      500       |
|   Ludvik60   |   1   |      500       |
|    Rye in    |   1   |      500       |
| Toilet Spoon |   1   |      500       |
|  jay bernie  |   1   |      500       |
|  SnoopChris  |   1   |      500       |
|     Rezc     |   1   |      500       |
|  UwU Swift   |   1   |      500       |
|   Quaggans   |   1   |      500       |
|     Rock     |   1   |      500       |
|   Buldo25    |   1   |      500       |
| Dummy Lucky  |   1   |      500       |
|    Zain M    |   1   |      500       |
| donkeytits72 |   1   |      500       |
|    Lazir     |   1   |      500       |
|   ok mens    |   1   |      500       |
|  Corn Pops   |   1   |      500       |
|  Zephinthsu  |   1   |      500       |
|   cept me    |   1   |      500       |
|    Sakkye    |   1   |      500       |
|     Cria     |   1   |      500       |
|   noobbae    |   1   |      500       |
|    Bvrnsy    |   1   |      500       |
|     99p      |   1   |      500       |
|   Yung End   |   1   |      500       |
| Its Mikey T  |   1   |      500       |
|    b d b     |   1   |      500       |
|     agl      |   1   |      500       |
|  Verb Noun   |   1   |      500       |
|  Greg Flea   |   1   |      500       |
|  Shun Stark  |   1   |      500       |
|  Kipburger   |   1   |      500       |
|    gasha     |   1   |      500       |
|    Sassiy    |   1   |      500       |
|  Skjelbreid  |   1   |      500       |
| SteelResolve |   1   |      500       |
| OblongNoodle |   1   |      500       |
|  Hydro Pump  |   1   |      500       |
|    sandd     |   1   |      500       |
|    lBebi     |   1   |      500       |
| ijzerenmeow  |   1   |      500       |
|    broody    |   1   |      500       |
|    Sc8pe     |   1   |      500       |
|  El Karmah   |   1   |      500       |
|    dimezy    |   1   |      500       |
|    Rooda     |   1   |      500       |
| IrohsProdigy |   1   |      500       |
| Gnome Scarf  |   1   |      500       |
|   Vyreling   |   1   |      500       |
| sharpshot776 |   1   |      500       |
|    pjgyth    |   1   |      500       |
|    Top319    |   1   |      500       |
|     Sen      |   1   |      500       |
|    J O5 H    |   1   |      500       |
|    Nolan     |   1   |      500       |
|   Nemoriae   |   1   |      500       |
|   Pretzek    |   1   |      500       |
|  Daddyforum  |   1   |      500       |
| DansGame DPS |   1   |      500       |
|     P0M0     |   1   |      500       |
|    F ang     |   1   |      500       |
|   Affinis    |   1   |      500       |
|  LesleyChow  |   1   |      500       |
|   Mr Quick   |   1   |      500       |
|    Fumzy     |   1   |      500       |
|    azzimi    |   1   |      500       |
|   AKstain    |   1   |      500       |
| Trout Smack  |   1   |      500       |
|   ZIGUESSS   |   1   |      500       |
|  MagoBurro   |   1   |      500       |
|   DrakeHP    |   1   |      500       |
|  Box Cutter  |   1   |      500       |
|  potatokg3   |   1   |      500       |
| I eat burger |   1   |      500       |
|    Hyneee    |   1   |      500       |
| Cursebreakrr |   1   |      500       |
|  Meow Check  |   1   |      500       |
|    J immy    |   1   |      500       |
|  King TyTy   |   1   |      500       |
| Mytralaalaaa |   1   |      500       |
|     Aht      |   1   |      500       |
| Tapes Lover  |   1   |      500       |
| HonorTheCall |   1   |      500       |
| Sabre2Tiger  |   1   |      500       |
|   VENEBOW    |   1   |      500       |
|    Noura     |   1   |      500       |
|     Tack     |   1   |      500       |
| E t h ereum  |   1   |      500       |
|  Merideous   |   1   |      500       |
|   AshShley   |   1   |      500       |
|    Al Pex    |   1   |      500       |
| mini trixter |   1   |      500       |
|  A n d rew   |   1   |      500       |
| Chiev Hunter |   1   |      500       |
|    1ndian    |   1   |      500       |
|   S a t a    |   1   |      500       |
|   Roodwan    |   1   |      500       |
|    A sa F    |   1   |      500       |
|    Thear     |   1   |      500       |
|     zJoe     |   1   |      500       |
|  Bigorneau   |   1   |      500       |
|   F1ghters   |   1   |      500       |
