2023-02-04 08:26:45,006: Fetching Zamorak Stats for Group Size = 2
2023-02-04 12:56:31,994: Total Teams: 11453
2023-02-04 12:56:31,994: Total Unique Players: 7346
+--------------+-------+----------------+
|     Name     | Count | Highest Enrage |
|   Samuell    |   9   |      2000      |
| DerBaumhaus  |   9   |      2000      |
|     Z28      |   9   |      2000      |
|     Zato     |   9   |      2000      |
|   Buenfil    |   9   |      1260      |
|   keniith    |   9   |      1220      |
|   shi nji    |   9   |      1190      |
|  Newb Cube   |   9   |      1020      |
|  Its Remco   |   9   |      1010      |
| Salty Seals  |   9   |      1000      |
|  Miss Kay Z  |   9   |      1000      |
|     Laty     |   9   |      1000      |
| Army Deluxe  |   9   |      1000      |
|  El Karmah   |   9   |      1000      |
|    Isacan    |   9   |      1000      |
| Legenddreams |   9   |      1000      |
|  Fake Frown  |   9   |      1000      |
| Spheniscidae |   9   |      1000      |
| Darc Potato  |   9   |      1000      |
|   Sir Elfy   |   9   |      1000      |
|   Simotas    |   9   |      900       |
| IronAraxxor  |   9   |      860       |
| General Tyro |   9   |      860       |
| Beastmaster  |   9   |      850       |
|     agl      |   9   |      800       |
|   Memesby    |   9   |      770       |
|   ProNyiLL   |   9   |      720       |
|  Canon7777   |   9   |      720       |
|    Ni ck     |   9   |      661       |
| sick phukka  |   9   |      660       |
| Sabre2Tiger  |   9   |      651       |
|   El Maroc   |   9   |      600       |
|  Aus Entity  |   9   |      600       |
|   Cypryana   |   9   |      600       |
| ZaddyPandrex |   9   |      590       |
|    Doufu     |   9   |      580       |
| G-for Genji  |   9   |      580       |
|    Ace D     |   9   |      580       |
|  SajjBanks   |   9   |      560       |
|   Mostima    |   9   |      560       |
|    KevRS     |   9   |      550       |
| Deso do PIX  |   9   |      550       |
| Ningen Black |   9   |      540       |
|   Endolas    |   9   |      540       |
|  World chat  |   9   |      540       |
|   Sherloxx   |   9   |      540       |
|  Hi im Suri  |   9   |      530       |
| Greater Russ |   9   |      520       |
|  Box Cutter  |   9   |      520       |
|  Fire Telos  |   9   |      510       |
| I am Araxxor |   9   |      510       |
| dentplatypus |   9   |      500       |
|   Maiistro   |   9   |      500       |
|    Kyaki     |   9   |      500       |
| Danielzin09  |   9   |      500       |
|   EndingV    |   9   |      500       |
|    Im Mo     |   9   |      500       |
|  Dunning007  |   9   |      500       |
| Gran Tesoro  |   9   |      500       |
|    Zappa     |   9   |      500       |
|  kamameshi   |   9   |      500       |
| Sad Unicorn  |   9   |      500       |
|  Sheepswag   |   9   |      500       |
|    Stroke    |   9   |      500       |
|  Night Eyes  |   9   |      500       |
|  20 Nuggies  |   9   |      500       |
| veng3nce O_o |   9   |      500       |
|  So Wolfey   |   9   |      500       |
|    Exvier    |   9   |      440       |
|   xMersky    |   9   |      420       |
|  Keralinens  |   9   |      340       |
|  keepitkool  |   9   |      330       |
|    Sassiy    |   9   |      320       |
|  Rich Doja   |   9   |      300       |
|    Pierle    |   9   |      200       |
|  knickerles  |   9   |      200       |
|   Pulling    |   8   |      7650      |
|     Ibux     |   8   |      4030      |
|  Thats sus   |   8   |      4000      |
|   stickahs   |   8   |      4000      |
|    D ona     |   8   |      4000      |
|    JiiPee    |   8   |      4000      |
|  iamslashy   |   8   |      4000      |
|   critless   |   8   |      4000      |
|    Garin     |   8   |      4000      |
|    Hydar     |   8   |      2050      |
|  Chewbaccca  |   8   |      2020      |
|     Roi      |   8   |      2010      |
|   Gonga B    |   8   |      2010      |
|   caterpii   |   8   |      2000      |
|    VEX 92    |   8   |      2000      |
| Unge Spiller |   8   |      2000      |
| IconsOfEvil  |   8   |      2000      |
|  Skjelbreid  |   8   |      2000      |
|    Nubbyn    |   8   |      2000      |
| Mykel J Fox  |   8   |      2000      |
|    Gonlua    |   8   |      2000      |
|  A K U L A   |   8   |      2000      |
|    Strung    |   8   |      2000      |
|    Sullu     |   8   |      2000      |
|  noze hair   |   8   |      1150      |
|    bp bp     |   8   |      1040      |
| Jumping Jack |   8   |      1020      |
|    Fronk     |   8   |      1000      |
| Dear anyone  |   8   |      1000      |
|  Marco Reu5  |   8   |      1000      |
| Lucker Daddy |   8   |      1000      |
|    Onyxia    |   8   |      1000      |
|    sized     |   8   |      1000      |
|   brighten   |   8   |      1000      |
|   Joshua B   |   8   |      1000      |
|  Holy Magic  |   8   |      1000      |
|   Fediman    |   8   |      1000      |
|    Pebbe     |   8   |      1000      |
|  Feeling 22  |   8   |      1000      |
|     5haq     |   8   |      1000      |
|  Evil Nier   |   8   |      1000      |
|    Cri m     |   8   |      1000      |
|    Fumzy     |   8   |      1000      |
|   RyMy Son   |   8   |      950       |
| James Rakei  |   8   |      900       |
|   Got Aim    |   8   |      890       |
|   Le Sosig   |   8   |      890       |
|    Nomak     |   8   |      890       |
| shut up dumb |   8   |      880       |
| Coach Pesto  |   8   |      820       |
|   Danish K   |   8   |      810       |
|   RedSunxx   |   8   |      790       |
| lostandscare |   8   |      770       |
|   Wazzapy    |   8   |      770       |
|  sup fella   |   8   |      750       |
|   Eki Boss   |   8   |      750       |
|  Destiny Nx  |   8   |      720       |
|     PC1      |   8   |      720       |
| Brandon Aylo |   8   |      690       |
|     byj      |   8   |      660       |
|  babehunter  |   8   |      620       |
|    azzimi    |   8   |      600       |
|    Digits    |   8   |      600       |
|   shyamiee   |   8   |      600       |
| LordSalsicha |   8   |      590       |
|   Fainting   |   8   |      580       |
| MegaDivineZ  |   8   |      570       |
|     J od     |   8   |      550       |
|   SyriIiic   |   8   |      550       |
|    MK RNG    |   8   |      550       |
| ZwitterIron  |   8   |      540       |
|    GalenG    |   8   |      530       |
| 77chalk1453  |   8   |      530       |
|    groony    |   8   |      530       |
|    Splasj    |   8   |      530       |
|    Vusli     |   8   |      520       |
|    Tejvir    |   8   |      510       |
|    1mxrk     |   8   |      510       |
|  Dps Mafia   |   8   |      510       |
|     Yubi     |   8   |      510       |
|  R1sky Fart  |   8   |      503       |
|     Deni     |   8   |      500       |
|  Archernix   |   8   |      500       |
|  so pretty   |   8   |      500       |
|  Nescupcake  |   8   |      500       |
|    haibs     |   8   |      500       |
|   Kamista    |   8   |      500       |
|  HOTS JOSH   |   8   |      500       |
|   Floor 23   |   8   |      500       |
|   Painite    |   8   |      500       |
| congeminatio |   8   |      500       |
|   Vorawgo    |   8   |      500       |
|  On3 piece   |   8   |      500       |
|  Zamoo rak   |   8   |      500       |
|    Dalest    |   8   |      500       |
| IceIce Bobby |   8   |      500       |
|    G R 86    |   8   |      500       |
|  h2rrasm33s  |   8   |      500       |
|    Swedun    |   8   |      470       |
| Flame of Ful |   8   |      440       |
|   Warsfang   |   8   |      370       |
| Angel Elixir |   8   |      310       |
| Matrix Code  |   8   |      300       |
|  Shebloflin  |   8   |      300       |
| Rick anMorty |   8   |      300       |
|    Shabz     |   8   |      250       |
|   amneste    |   8   |      200       |
|  Aurorical   |   8   |      200       |
|    Miswak    |   8   |      200       |
|    Olyyy     |   8   |      200       |
| rsMikeTyson  |   8   |      200       |
|    Washly    |   7   |      4090      |
|   PiOracle   |   7   |      4020      |
|    Al Pex    |   7   |      4010      |
|   Braaten    |   7   |      4010      |
| Libertarian  |   7   |      4010      |
|    mariam    |   7   |      4001      |
|  Koivuklapi  |   7   |      4000      |
| RS Sparkles  |   7   |      4000      |
|    Sleazy    |   7   |      4000      |
|  i cba ffs   |   7   |      2000      |
| Chaotic Rico |   7   |      2000      |
|   gian1001   |   7   |      2000      |
|  Nils Einar  |   7   |      2000      |
|  PinkRoses   |   7   |      2000      |
|     RJJC     |   7   |      2000      |
|   inboxed    |   7   |      1180      |
|    Exuke1    |   7   |      1080      |
|  Gong Head   |   7   |      1080      |
|   Ap 2121    |   7   |      1070      |
| Mr Branbran  |   7   |      1011      |
|    Haxxz     |   7   |      1010      |
|   Tuomo88    |   7   |      1000      |
|  Netromelo   |   7   |      1000      |
| Arthadox PVM |   7   |      1000      |
| Glaceon btw  |   7   |      1000      |
|   So Tuna    |   7   |      1000      |
|    Darzz     |   7   |      1000      |
|    Psyduk    |   7   |      1000      |
|  Sports Bra  |   7   |      960       |
| FeelsWheelys |   7   |      950       |
|   Wiki Wu    |   7   |      900       |
| Eyy Macarena |   7   |      900       |
|   herogui    |   7   |      890       |
|    Pavise    |   7   |      840       |
|    yMagi     |   7   |      830       |
| Poixon Soul  |   7   |      800       |
|   Racoonz2   |   7   |      790       |
| DangerNoodlz |   7   |      760       |
|     sehh     |   7   |      760       |
|    Einar     |   7   |      750       |
|     FCB      |   7   |      750       |
|     1peb     |   7   |      750       |
|  Ty For Tip  |   7   |      750       |
|     Tack     |   7   |      700       |
|    Rcm37     |   7   |      700       |
|    DbdLaw    |   7   |      690       |
|    Felixs    |   7   |      680       |
|    Sonjin    |   7   |      660       |
|   Fooliish   |   7   |      640       |
|  Bellossom   |   7   |      630       |
|   Finiziin   |   7   |      620       |
|  MogamboRS   |   7   |      620       |
|  lil virtus  |   7   |      620       |
| elysianfiree |   7   |      620       |
|   SojoBay    |   7   |      600       |
|   Zukd in    |   7   |      600       |
|  Dehumless   |   7   |      580       |
|  888Winner   |   7   |      580       |
| ShartyMcFart |   7   |      580       |
|   growl s    |   7   |      569       |
|   Cheesium   |   7   |      540       |
| HullupuuroV2 |   7   |      540       |
|    Tienzo    |   7   |      540       |
|     Jask     |   7   |      540       |
|  ChillyMick  |   7   |      540       |
|  Blakeland   |   7   |      530       |
|  Cepherrous  |   7   |      530       |
|   Vuln bot   |   7   |      520       |
| MainsAreBeta |   7   |      520       |
|   Ravine70   |   7   |      510       |
|  Freshkimo   |   7   |      510       |
|  Pikskaden   |   7   |      510       |
| j o k e r 1  |   7   |      510       |
|   Wormites   |   7   |      510       |
|  PizzaNova   |   7   |      510       |
|   XinruiYu   |   7   |      501       |
|   Preguica   |   7   |      501       |
|    Tomaat    |   7   |      500       |
|  maul split  |   7   |      500       |
|  Dub Illest  |   7   |      500       |
| SaltyTheNoob |   7   |      500       |
|   papa dor   |   7   |      500       |
|   MassWang   |   7   |      500       |
|     Goso     |   7   |      500       |
|   footy b    |   7   |      500       |
| Dalamenutha  |   7   |      500       |
|   Frapple    |   7   |      500       |
|     Aude     |   7   |      500       |
|  Ubiquitous  |   7   |      500       |
| Pook Jankson |   7   |      500       |
| Timelord RS  |   7   |      500       |
| Chonky Milo  |   7   |      500       |
| Insane Pvmer |   7   |      500       |
|  Axel Blaze  |   7   |      500       |
|     Mavi     |   7   |      500       |
| Darth Andres |   7   |      500       |
|  SoulDoubt   |   7   |      500       |
|     Olly     |   7   |      500       |
| WoLfBoyMogLi |   7   |      500       |
|    d3fuse    |   7   |      500       |
|    Rheyo     |   7   |      500       |
| Coro Nation  |   7   |      500       |
|  Milan Ale   |   7   |      500       |
|   xxvii ii   |   7   |      500       |
|  Anima Flow  |   7   |      500       |
|    Duxzy     |   7   |      500       |
|     Nocy     |   7   |      500       |
|  its akiim   |   7   |      500       |
| PvM Tolkien  |   7   |      500       |
|    Zhatt     |   7   |      500       |
|   Sickness   |   7   |      500       |
|    Saltea    |   7   |      500       |
|     W0by     |   7   |      500       |
|    enJ0Y     |   7   |      500       |
|   Razor17    |   7   |      500       |
|    iMesut    |   7   |      500       |
|  120 Attack  |   7   |      500       |
|  xElusivex   |   7   |      500       |
| Doom Of Thot |   7   |      500       |
|    shelly    |   7   |      480       |
|  gk lucifer  |   7   |      460       |
| ShiggleGits  |   7   |      400       |
| Lucky Lukeyy |   7   |      370       |
|    V init    |   7   |      320       |
|  TiPtOeWInG  |   7   |      300       |
| Charming Dab |   7   |      300       |
| FluffyGecko  |   7   |      300       |
| Tapes Lover  |   7   |      300       |
| One More Day |   7   |      300       |
| Skilmasters  |   7   |      250       |
| Kris Senior  |   7   |      220       |
|   lil gym    |   7   |      200       |
|  YourSenpai  |   7   |      200       |
|  Mizmeister  |   7   |      200       |
|      9w      |   7   |      200       |
| Louis Party  |   7   |      200       |
|  maartlord   |   7   |      100       |
|  BlackFrogz  |   6   |      4040      |
| incompretend |   6   |      4030      |
|     Evu      |   6   |      4010      |
|   Splashki   |   6   |      4000      |
|    Kehvo     |   6   |      4000      |
|    brods     |   6   |      4000      |
|    Pheeel    |   6   |      4000      |
| stiffingers  |   6   |      4000      |
