2023-02-04 08:26:45,006: Fetching Zamorak Stats for Group Size = 2
2023-02-04 12:56:31,994: Total Teams: 11453
2023-02-04 12:56:31,994: Total Unique Players: 7346
+--------------+-------+----------------+
|     Name     | Count | Highest Enrage |
|    Teemo     |   3   |      500       |
|   Staudii    |   3   |      500       |
|    UhhOh     |   3   |      500       |
| Lolly Banana |   3   |      500       |
|  Icy Stryke  |   3   |      500       |
|     Wni      |   3   |      500       |
|  T u G a A   |   3   |      500       |
|   Sabarath   |   3   |      500       |
| GK MaadCity  |   3   |      500       |
| ultimatedr6  |   3   |      500       |
|    Elfee     |   3   |      500       |
|    Merxah    |   3   |      500       |
| Zane Dhampir |   3   |      500       |
| Bones Hogan  |   3   |      500       |
|  Aestelwen   |   3   |      500       |
| Thugz Bunnie |   3   |      500       |
|   Speddii    |   3   |      500       |
|   Bunnings   |   3   |      500       |
|  PalmTrees   |   3   |      500       |
|   Muglegt3   |   3   |      500       |
|  Rivernada   |   3   |      500       |
| K l R l T O  |   3   |      500       |
|   Nuclaer    |   3   |      500       |
|    Lee M     |   3   |      500       |
|    Waqas     |   3   |      500       |
|   Raikury    |   3   |      500       |
| Salt please  |   3   |      500       |
|   Kolo MD    |   3   |      500       |
|   ran from   |   3   |      500       |
|   AshShley   |   3   |      500       |
| Perfect Plus |   3   |      500       |
| M a r b l e  |   3   |      500       |
|    scennx    |   3   |      500       |
|   A r r y    |   3   |      500       |
|     L4D2     |   3   |      500       |
| God Apophis  |   3   |      500       |
|   DrakeHP    |   3   |      500       |
|   Frenguin   |   3   |      500       |
| G U T H I X  |   3   |      500       |
| Peterbiltneg |   3   |      500       |
|     Ophy     |   3   |      500       |
| Daddycakess  |   3   |      500       |
| Weirdo Mike  |   3   |      500       |
|  Kyokorama   |   3   |      500       |
| Sharktooth73 |   3   |      500       |
|   0thello    |   3   |      500       |
|    Elroy     |   3   |      500       |
|    Lms IM    |   3   |      500       |
|    S ingh    |   3   |      500       |
|    Fluxx     |   3   |      500       |
|   Elunial    |   3   |      500       |
|   Chezneey   |   3   |      500       |
|  DarkAbsol   |   3   |      500       |
|   The Matt   |   3   |      500       |
| Godly Swampy |   3   |      500       |
|  Noveleiro   |   3   |      500       |
|    cefyou    |   3   |      500       |
|    J I O     |   3   |      500       |
| MadMonk2424  |   3   |      500       |
|   Camareto   |   3   |      500       |
|   s v e n    |   3   |      500       |
|   Magnata    |   3   |      500       |
| Raizor_Zand  |   3   |      500       |
|  Every one   |   3   |      500       |
| SoggyBlscuit |   3   |      500       |
|    m ena     |   3   |      500       |
|    Rexhy     |   3   |      500       |
| God Komplex  |   3   |      500       |
|  G i I I y   |   3   |      500       |
|  killerwaar  |   3   |      500       |
|     Trem     |   3   |      500       |
|    Kappie    |   3   |      500       |
| Panty Raidz  |   3   |      500       |
| BIack Atlass |   3   |      500       |
| S4haraDesert |   3   |      500       |
|    Xaigno    |   3   |      500       |
| Kid Anelion  |   3   |      500       |
|   Boaunty    |   3   |      500       |
|   shrugboi   |   3   |      500       |
|   Chooooey   |   3   |      500       |
|  Draco Axel  |   3   |      500       |
|   Makariaa   |   3   |      500       |
|  PVM_SomBra  |   3   |      500       |
|  Angel_kun   |   3   |      500       |
|  Ambytious   |   3   |      500       |
|  Fernandste  |   3   |      500       |
|    Lawxyl    |   3   |      500       |
|  A n d rew   |   3   |      500       |
| PseudoScotty |   3   |      500       |
| Afghaniistan |   3   |      500       |
|   tbf tho    |   3   |      500       |
| swiftstyles  |   3   |      500       |
|  Gayzelmere  |   3   |      500       |
|   Dr Stora   |   3   |      500       |
|  uncleking   |   3   |      500       |
|  Kingx1304   |   3   |      500       |
| AddictedIron |   3   |      500       |
|   i Killed   |   3   |      500       |
| D a n n y y  |   3   |      500       |
| I Beast Moms |   3   |      500       |
| RaiderSensei |   3   |      500       |
|  Savage war  |   3   |      500       |
|   Zeck683    |   3   |      490       |
|    Lndon     |   3   |      490       |
|   ZekPasha   |   3   |      480       |
|   Snuiter    |   3   |      470       |
| Mark F Baby  |   3   |      470       |
|    taleyy    |   3   |      460       |
|    Binky     |   3   |      450       |
|   Tin Ltd    |   3   |      440       |
|   xKill ua   |   3   |      440       |
|   luck wen   |   3   |      440       |
|    O noo     |   3   |      440       |
|   Butblad    |   3   |      430       |
|    Reca9     |   3   |      420       |
|  Ticc Fish   |   3   |      410       |
|    Traits    |   3   |      400       |
| Jager Candy  |   3   |      400       |
| In Vestments |   3   |      400       |
|   Epok No1   |   3   |      400       |
|     e11      |   3   |      400       |
| XxKazooiexX  |   3   |      400       |
| Dictator Fal |   3   |      400       |
|    Kawdie    |   3   |      400       |
| 87errorfrog  |   3   |      400       |
|  Naughtiest  |   3   |      390       |
|  Grand Weeb  |   3   |      390       |
|  Rasmusdas   |   3   |      380       |
|     20MM     |   3   |      380       |
| Allakhaslam  |   3   |      380       |
|  Lethandris  |   3   |      380       |
| Fr1dgeRaider |   3   |      380       |
|   Renerog    |   3   |      380       |
| ThePpBandit  |   3   |      370       |
|   confess    |   3   |      360       |
|     sekc     |   3   |      360       |
|    Kahva     |   3   |      360       |
|  GardnerMD   |   3   |      360       |
| Heosphorous  |   3   |      360       |
| Kevintoogood |   3   |      360       |
| Dead Space 2 |   3   |      360       |
|    Dredic    |   3   |      360       |
|   Swifthie   |   3   |      350       |
| interstellr  |   3   |      350       |
|  GlitchyBox  |   3   |      350       |
| Jen Bon Jovi |   3   |      350       |
| OkayJoeShmo  |   3   |      350       |
|    JabZz     |   3   |      350       |
|   Krystal    |   3   |      350       |
| Loads Dumper |   3   |      349       |
| Wildplasser  |   3   |      340       |
|  ElmoTional  |   3   |      340       |
|  Domps VIII  |   3   |      340       |
|   Dr Nihil   |   3   |      340       |
|   Dylan II   |   3   |      340       |
|  Veronieee   |   3   |      330       |
|    0w0ned    |   3   |      330       |
|   Costiie    |   3   |      330       |
|  Brillinta   |   3   |      330       |
| GapeyMcGaper |   3   |      330       |
|   Wish879    |   3   |      330       |
|    KerbyC    |   3   |      330       |
|   Romp alt   |   3   |      329       |
|   Dellevis   |   3   |      320       |
|   Jewseph    |   3   |      320       |
|   Sleazey    |   3   |      320       |
| Lucky Nacho  |   3   |      320       |
|   Ika Crow   |   3   |      320       |
| PvM Dragonic |   3   |      310       |
|  Gentibirl   |   3   |      310       |
|   szitello   |   3   |      310       |
|   Some lad   |   3   |      310       |
|  DupeScape   |   3   |      300       |
| Telepathicc  |   3   |      300       |
|   RsDiddy    |   3   |      300       |
|   Finrodas   |   3   |      300       |
|    Osten     |   3   |      300       |
|    Unperk    |   3   |      300       |
|  PauseChimp  |   3   |      300       |
|    Svarog    |   3   |      300       |
| Droge Meneer |   3   |      300       |
| Tree in Wind |   3   |      300       |
| DansGame DPS |   3   |      300       |
| Wyd StepCorn |   3   |      300       |
|    L ina     |   3   |      300       |
| Revengefable |   3   |      300       |
| 1 Core Kaze  |   3   |      300       |
| SixSamMaster |   3   |      300       |
|   delevuu    |   3   |      300       |
| Wannie Spoon |   3   |      300       |
|  HA HA BUTT  |   3   |      300       |
|    Odywon    |   3   |      300       |
| Actual Kyle  |   3   |      300       |
|    Vanmus    |   3   |      300       |
|   Icy Jake   |   3   |      300       |
|   Lovendel   |   3   |      300       |
|  Third Eyez  |   3   |      300       |
|  bauerbear   |   3   |      300       |
| JuniorNutNut |   3   |      300       |
| CestLaVieRNG |   3   |      300       |
|  Wuggerner   |   3   |      300       |
| Iris By GGD  |   3   |      300       |
|    Dende     |   3   |      300       |
| Brandon Joel |   3   |      300       |
|   The Web    |   3   |      300       |
| DhaPeanutMan |   3   |      300       |
|     CH3M     |   3   |      300       |
|   JJCrank    |   3   |      300       |
|   Atraeus    |   3   |      300       |
|    Jormag    |   3   |      300       |
|  Oncologist  |   3   |      300       |
|    Jayvon    |   3   |      300       |
| Pakky Yakky  |   3   |      300       |
| Made N China |   3   |      300       |
| Big W E E N  |   3   |      300       |
|  Charlez220  |   3   |      300       |
|  Risen Doum  |   3   |      300       |
|  Saranwrap   |   3   |      300       |
| Graceful Man |   3   |      300       |
|   Doc Tod    |   3   |      300       |
| tigerrclawz  |   3   |      300       |
|  Dat Torva   |   3   |      300       |
|    Flick     |   3   |      300       |
|    J hayy    |   3   |      300       |
| CHICO BALA22 |   3   |      300       |
|     Z A0     |   3   |      290       |
| xDarth Yodax |   3   |      290       |
| Justin100112 |   3   |      290       |
|    Ayamia    |   3   |      280       |
| Knightmare7  |   3   |      280       |
|    iKomi     |   3   |      270       |
|  Gentlemen   |   3   |      270       |
| Scythe Split |   3   |      270       |
|   Senomis    |   3   |      270       |
| Rnger_Racoon |   3   |      270       |
|    Rison     |   3   |      260       |
|  Jd 123555   |   3   |      260       |
| Gentle Pengu |   3   |      260       |
|   Evarizta   |   3   |      260       |
|  Juiceworld  |   3   |      260       |
|   Ruminant   |   3   |      260       |
|   pe-drin    |   3   |      250       |
|  Bunapples   |   3   |      250       |
|   naught y   |   3   |      250       |
|   Subsmile   |   3   |      250       |
|  Jesus Rice  |   3   |      250       |
|     T yn     |   3   |      250       |
|    Tnecss    |   3   |      250       |
| Frozen Spuds |   3   |      250       |
|   Mr Miso    |   3   |      250       |
|   Shinsei    |   3   |      250       |
| jojochacha23 |   3   |      250       |
|  Magman213   |   3   |      250       |
|   Nord EU    |   3   |      250       |
|   Shimmur    |   3   |      250       |
| BenitoSantae |   3   |      250       |
| Drama Beach  |   3   |      250       |
| sir solid009 |   3   |      250       |
|  duyennyyyy  |   3   |      250       |
|  KOTP Luffy  |   3   |      250       |
|   Ashleayy   |   3   |      250       |
|    Kaiiin    |   3   |      250       |
|    Re ol     |   3   |      250       |
|   Poot Bow   |   3   |      250       |
|    H T D     |   3   |      250       |
|    DUPERR    |   3   |      250       |
|  Nagato II   |   3   |      250       |
|  Fatal Ways  |   3   |      250       |
| Dr Dark Boss |   3   |      250       |
| Kween Frost  |   3   |      250       |
| G01d Warr10r |   3   |      250       |
|   Ahmanii    |   3   |      240       |
|  SaltyCont   |   3   |      240       |
|    Ghoor     |   3   |      220       |
|    ab-21     |   3   |      220       |
|   Percieve   |   3   |      220       |
|    Charla    |   3   |      220       |
|     Ryno     |   3   |      210       |
|  Just Boss   |   3   |      210       |
|   Yelpsie    |   3   |      210       |
|   PANDA 94   |   3   |      210       |
|     Asot     |   3   |      200       |
|    Dyeing    |   3   |      200       |
|  Shakerboye  |   3   |      200       |
|   An Doubt   |   3   |      200       |
|   Kalif 9    |   3   |      200       |
|  Conventiuz  |   3   |      200       |
|    Bkets     |   3   |      200       |
|  FlameRAF69  |   3   |      200       |
|    Shiou     |   3   |      200       |
| Rusty Kevlar |   3   |      200       |
|     kiq      |   3   |      200       |
|    Niella    |   3   |      200       |
|     VR 6     |   3   |      200       |
|   Hilmore    |   3   |      200       |
| iNeedsJuice  |   3   |      200       |
|     Fasl     |   3   |      200       |
|   Bodezzz    |   3   |      200       |
|   Epic Hc    |   3   |      200       |
|    Add my    |   3   |      200       |
|     Beri     |   3   |      200       |
|    Jim B     |   3   |      200       |
| Great Minds  |   3   |      200       |
| EVIL MADMOGH |   3   |      200       |
|   K E L LY   |   3   |      200       |
|   Le Bunny   |   3   |      200       |
|  Tiny Oelek  |   3   |      200       |
| 99 AFK Cape  |   3   |      200       |
| Josiel oLvR  |   3   |      200       |
|   x Bryit    |   3   |      200       |
|    Huffer    |   3   |      200       |
|   Bye RS3    |   3   |      200       |
|   jagunco    |   3   |      200       |
|   iTrustx1   |   3   |      200       |
|    iWind     |   3   |      200       |
|    Zohan     |   3   |      200       |
| WiredJoshua  |   3   |      200       |
|     Z1LK     |   3   |      200       |
|  DSchrodes   |   3   |      200       |
| Dark world3  |   3   |      200       |
| NootWhingeM8 |   3   |      200       |
|    Dsrsrs    |   3   |      200       |
|     fijy     |   3   |      200       |
|   pekofay    |   3   |      200       |
| RaidenUnreal |   3   |      200       |
| Sixty Souls  |   3   |      200       |
|  Samu3llSon  |   3   |      200       |
|  Best Joey   |   3   |      200       |
|    Tocid     |   3   |      200       |
|    BenAdi    |   3   |      200       |
| Blitzekrieg  |   3   |      200       |
| magnus drac0 |   3   |      200       |
|   G Robot    |   3   |      200       |
|   BORN4BAD   |   3   |      200       |
|   itsRyan0   |   3   |      200       |
|  I G H T B   |   3   |      200       |
|   MACKOOO    |   3   |      200       |
|  Paul Hagen  |   3   |      200       |
| Vega Obscura |   3   |      200       |
|    Iron K    |   3   |      200       |
| Naughty Nex  |   3   |      200       |
|  Gimmetotem  |   3   |      200       |
| KenziMadison |   3   |      200       |
|   grumble    |   3   |      190       |
|   Abdon33    |   3   |      190       |
|   Z Smokey   |   3   |      190       |
|   Yeomans    |   3   |      180       |
| MC Brownbear |   3   |      180       |
|     2 L8     |   3   |      170       |
|    jbk118    |   3   |      170       |
|     Ha1f     |   3   |      170       |
| Kylie Jenner |   3   |      160       |
| Morango Sad  |   3   |      160       |
|    Rm C2Q    |   3   |      160       |
|   AA123211   |   3   |      150       |
|   Happauck   |   3   |      150       |
|  Iludankan   |   3   |      150       |
|  scrappy127  |   3   |      150       |
| Paul Potter  |   3   |      150       |
|  GromSquad   |   3   |      150       |
|   Mccurtyn   |   3   |      150       |
| Tigerdudeboy |   3   |      140       |
|  Flamex100   |   3   |      130       |
|    Porrim    |   3   |      130       |
| skem stoner  |   3   |      130       |
|    Seline    |   3   |      130       |
|    Jadeq     |   3   |      130       |
|    Dalhe     |   3   |      120       |
|  Frenemies   |   3   |      120       |
| Kitty White  |   3   |      120       |
| CHAD Jensen  |   3   |      120       |
|    Barum7    |   3   |      110       |
|  Tamp Pawn   |   3   |      110       |
|   Mme noel   |   3   |      110       |
|    Rebobs    |   3   |      110       |
| LekkoMyEkko  |   3   |      110       |
| Daddy Chavy  |   3   |      100       |
|    Touhou    |   3   |      100       |
|   HOTS FOO   |   3   |      100       |
| Blokje Lego  |   3   |      100       |
|   Tosse 94   |   3   |      100       |
| x_SERAPHIM_x |   3   |      100       |
| PaddyDaddyy  |   3   |      100       |
|   l uciano   |   3   |      100       |
|   nielskuh   |   3   |      100       |
|  weeklykiwi  |   3   |      100       |
|   J tizzzy   |   3   |      100       |
|  RazrBlades  |   3   |      100       |
|  Slim Camel  |   3   |      100       |
| Ruthlace2021 |   3   |      100       |
| Br0s Kill U  |   3   |      100       |
| Whatthemall  |   3   |      100       |
|  Depending   |   3   |      100       |
|  Loucetios   |   3   |      100       |
|     Emre     |   3   |      100       |
| Angel Fluff  |   3   |      100       |
| JalinHabbey  |   3   |      100       |
|  Unohdettu   |   3   |      100       |
|   Az Liam    |   2   |      5000      |
|    Mr Bob    |   2   |      4110      |
|  Cali Gurl   |   2   |      4110      |
|    Flusen    |   2   |      4069      |
|   S A M A    |   2   |      4040      |
|  Yae Mikowo  |   2   |      4040      |
|     Fade     |   2   |      4020      |
| SquareTrash  |   2   |      4000      |
|     Fate     |   2   |      4000      |
|    xMiley    |   2   |      4000      |
|  Flamestar   |   2   |      4000      |
|    Treed     |   2   |      4000      |
| rallikuski23 |   2   |      4000      |
|   ZeQuYaa    |   2   |      4000      |
|   Gurdy66    |   2   |      4000      |
|  Shaw Krieg  |   2   |      4000      |
|   Kibbium    |   2   |      3500      |
|  Cheyne uK   |   2   |      2060      |
| Natedapanda  |   2   |      2050      |
|   YourBaka   |   2   |      2011      |
| Panic Monkey |   2   |      2010      |
|     Gioe     |   2   |      2000      |
| Kaiyser Soze |   2   |      2000      |
|    Auspuh    |   2   |      2000      |
|    P U P     |   2   |      2000      |
|   II Kuro    |   2   |      2000      |
| Smack My Ass |   2   |      2000      |
|     Rock     |   2   |      2000      |
|   Flamewan   |   2   |      2000      |
|    Urusai    |   2   |      1670      |
|    Tired     |   2   |      1540      |
|  Just Kevin  |   2   |      1500      |
|   El Bab00   |   2   |      1300      |
|   Glooping   |   2   |      1100      |
|    VLeoW     |   2   |      1100      |
|  Much Wauw   |   2   |      1100      |
|  Wadge Man   |   2   |      1060      |
|    3nqash    |   2   |      1060      |
|  Drag 2778   |   2   |      1030      |
| Nex Ultionis |   2   |      1020      |
|   Trololol   |   2   |      1020      |
| zig zag more |   2   |      1000      |
|   Nasayaa    |   2   |      1000      |
|   Diogo J    |   2   |      1000      |
|  Eon Kitty   |   2   |      1000      |
|  Cheyne Btw  |   2   |      1000      |
|  Leevimursu  |   2   |      1000      |
|  Holy Legos  |   2   |      1000      |
|   Roodwan    |   2   |      1000      |
| Ardyn Izunia |   2   |      1000      |
|    Girls     |   2   |      1000      |
|    RsAce     |   2   |      1000      |
|  Novability  |   2   |      1000      |
|   Bibzuda7   |   2   |      1000      |
|    Sakkye    |   2   |      1000      |
|  SkinTone5   |   2   |      1000      |
| Possessessed |   2   |      1000      |
|  UKWN Raven  |   2   |      1000      |
|   Bosspet    |   2   |      1000      |
|  I am Perry  |   2   |      1000      |
|    Flopia    |   2   |      1000      |
|    ddumb     |   2   |      1000      |
|  Sad Riven   |   2   |      1000      |
|  UwU Swift   |   2   |      1000      |
| PaterPatrick |   2   |      1000      |
|  Fractured   |   2   |      1000      |
| ApacheTankx  |   2   |      1000      |
|    J O5 H    |   2   |      1000      |
|    Yarack    |   2   |      1000      |
|    Chowah    |   2   |      1000      |
|    Quakr     |   2   |      980       |
| Scycucklord  |   2   |      960       |
|    xanze     |   2   |      960       |
|   lronBuu    |   2   |      960       |
| CrazePlaysRS |   2   |      950       |
|  Chaoster7   |   2   |      940       |
|   Hunky524   |   2   |      930       |
|    R055Y     |   2   |      930       |
|   DaStewie   |   2   |      920       |
|    Caphra    |   2   |      899       |
|  Who Fatty   |   2   |      899       |
|   JustinVB   |   2   |      890       |
|     Duk      |   2   |      890       |
|  Die Alive   |   2   |      890       |
|   Yimminy6   |   2   |      890       |
|    Invyax    |   2   |      860       |
|  Resiliance  |   2   |      860       |
| RS Lightning |   2   |      850       |
|    Brygo     |   2   |      840       |
|    jaemi     |   2   |      820       |
| Stud Puffin  |   2   |      810       |
| Evil Choker  |   2   |      800       |
|  Hydrabomb2  |   2   |      800       |
|   YesoPro    |   2   |      800       |
|  Maxim mvp   |   2   |      800       |
|  flyingjosh  |   2   |      800       |
|    Zynes     |   2   |      790       |
|    Tazim     |   2   |      780       |
|   Buldo25    |   2   |      770       |
| Dovah_khiin  |   2   |      770       |
|   Sajepiis   |   2   |      770       |
|    C o S     |   2   |      760       |
| Hippie Guy25 |   2   |      760       |
|   Kadabra    |   2   |      760       |
| Astro Waves1 |   2   |      760       |
|   Zhongli    |   2   |      750       |
| Foodneeded24 |   2   |      750       |
|   K ratos    |   2   |      750       |
|     Saos     |   2   |      750       |
| Pannekoek69  |   2   |      750       |
|  Jimini PvM  |   2   |      750       |
|  demond azn  |   2   |      750       |
|    Glacys    |   2   |      750       |
|    3 Fps     |   2   |      740       |
|  semi quitt  |   2   |      740       |
| xFrozenDawn  |   2   |      730       |
|    Zreddd    |   2   |      720       |
|   IM Yuli    |   2   |      720       |
|    Katnub    |   2   |      700       |
|    Maeel     |   2   |      700       |
|  Sage Black  |   2   |      700       |
|   Bh King    |   2   |      700       |
|   Gigatrex   |   2   |      700       |
|    Noman     |   2   |      700       |
|   Huga Uga   |   2   |      700       |
|   Malchyom   |   2   |      690       |
|    Bobtje    |   2   |      680       |
|   Shaonova   |   2   |      680       |
|   V egeta    |   2   |      670       |
|   DTD ZAM    |   2   |      670       |
| I Spel Rong  |   2   |      660       |
| Diamond Cane |   2   |      660       |
|  Stillborn   |   2   |      660       |
| closed alpha |   2   |      650       |
| CallMeExiled |   2   |      650       |
|   PixelH8    |   2   |      650       |
| God of Death |   2   |      650       |
|  A Metaphor  |   2   |      640       |
|  Brick Hits  |   2   |      640       |
|  Jellefish   |   2   |      640       |
|   Hostages   |   2   |      640       |
| MrsSilentxd  |   2   |      630       |
|    Stephy    |   2   |      630       |
| Xander Arwel |   2   |      620       |
|   G_Thell    |   2   |      620       |
|    Cymru     |   2   |      620       |
| AldaTheWise  |   2   |      620       |
| DragonHamm3r |   2   |      620       |
| BLazePHe0nix |   2   |      610       |
| King C4tfish |   2   |      610       |
|    suhlly    |   2   |      610       |
|     Dem      |   2   |      610       |
|   Shadows    |   2   |      610       |
|  Gothguy148  |   2   |      610       |
|  revo bars   |   2   |      600       |
|  Emo Aaron   |   2   |      600       |
|     zZBA     |   2   |      600       |
| My Best Days |   2   |      600       |
|  Us  Rocks   |   2   |      600       |
|  katarryena  |   2   |      600       |
| Ole McDonald |   2   |      600       |
| Jolteon btw  |   2   |      600       |
|   Kchiefs    |   2   |      600       |
|    Zaklr     |   2   |      600       |
|  Firedog294  |   2   |      600       |
|   Jeapers    |   2   |      600       |
|  Worst Luck  |   2   |      590       |
|   Salugao    |   2   |      590       |
|     UN1T     |   2   |      590       |
|    Ringen    |   2   |      580       |
|  GIGA N U T  |   2   |      580       |
| XXL musical  |   2   |      580       |
| ArtisMagnae  |   2   |      580       |
|    Hoydn     |   2   |      580       |
|   Grintoid   |   2   |      580       |
| Frootloopss  |   2   |      570       |
|  The Ideut   |   2   |      570       |
|   Shadokat   |   2   |      570       |
|   RsLegit    |   2   |      570       |
|  10p blowee  |   2   |      570       |
|   Im Drew    |   2   |      570       |
|   Alexamia   |   2   |      570       |
|  EvilDonkey  |   2   |      560       |
|   Yung End   |   2   |      560       |
|  Iron Urby   |   2   |      560       |
|  Rando iron  |   2   |      560       |
|  Jelly Mask  |   2   |      560       |
|  Jr gosimer  |   2   |      560       |
|     Rezc     |   2   |      550       |
| GhostedJones |   2   |      550       |
|  Brunterfly  |   2   |      550       |
|    Cymere    |   2   |      550       |
|  An eMonkey  |   2   |      550       |
|     Slou     |   2   |      550       |
|  Carretero   |   2   |      550       |
|   kon cha    |   2   |      540       |
|    Zoumy     |   2   |      540       |
|    Peaced    |   2   |      540       |
|   Touching   |   2   |      540       |
|   Blaziken   |   2   |      540       |
|   Andykoul   |   2   |      540       |
| RidiculousOG |   2   |      540       |
| Codeine Kobe |   2   |      540       |
| Cuddly Zebra |   2   |      540       |
|  Multitrash  |   2   |      530       |
|  Solo-Lauch  |   2   |      530       |
| Trout Smack  |   2   |      530       |
| FluffyEevee  |   2   |      530       |
|    Noonz     |   2   |      520       |
|  Crazy Fro   |   2   |      520       |
|  Hyper okko  |   2   |      520       |
|    Hoobs     |   2   |      520       |
|   Im Sanny   |   2   |      520       |
|   Xenios Z   |   2   |      520       |
|  Hypercrazy  |   2   |      520       |
|    Kidys     |   2   |      520       |
| Jose Return  |   2   |      520       |
|     Held     |   2   |      510       |
| sweeet tart  |   2   |      510       |
|   Chad Cal   |   2   |      510       |
|   Cowmooh    |   2   |      510       |
|  Rahkatykki  |   2   |      510       |
| Toxic Marco  |   2   |      510       |
|    Beukje    |   2   |      510       |
|  Vulsuthek   |   2   |      510       |
| Rework Death |   2   |      510       |
|    Seann     |   2   |      510       |
|  Kahmadant   |   2   |      510       |
|  Verb Noun   |   2   |      510       |
| Purple Bomb1 |   2   |      510       |
|   iSniper    |   2   |      510       |
|     R38      |   2   |      510       |
|  Hiimfuzzy   |   2   |      510       |
|   Iron QoL   |   2   |      510       |
| ImSnoopDogg  |   2   |      510       |
| spooned roku |   2   |      510       |
| BigHardBrent |   2   |      510       |
| Shaodiggity  |   2   |      510       |
| Luilaksmurf  |   2   |      510       |
|   xStrexy    |   2   |      510       |
|  Mini Zily   |   2   |      510       |
| arkhaminmate |   2   |      510       |
|    Bewtty    |   2   |      510       |
|   Peppadew   |   2   |      510       |
| Marcomarrie  |   2   |      510       |
|  Im Charis   |   2   |      510       |
| An AFK Hobo  |   2   |      510       |
|   Jadinko    |   2   |      510       |
|  ChriSs Gs   |   2   |      510       |
|   Hi Hammy   |   2   |      510       |
|  WhamMyHam   |   2   |      509       |
| Monstertodd  |   2   |      509       |
| FML Ima Nerd |   2   |      504       |
|  Frugal Wiz  |   2   |      501       |
|     Aego     |   2   |      500       |
|  HightDetal  |   2   |      500       |
|  Not Caring  |   2   |      500       |
|  wipeoutTom  |   2   |      500       |
| flatwiener69 |   2   |      500       |
|   Jalahoop   |   2   |      500       |
|    Taliya    |   2   |      500       |
| Trishkelion  |   2   |      500       |
|   Gul Saft   |   2   |      500       |
|    Nouzar    |   2   |      500       |
|     Was      |   2   |      500       |
| Mans Not Bot |   2   |      500       |
|  Pete Frost  |   2   |      500       |
| Captain Mesh |   2   |      500       |
|   Phillow    |   2   |      500       |
|   Jade 15    |   2   |      500       |
|   Jaycole    |   2   |      500       |
|    Rooda     |   2   |      500       |
|    dimezy    |   2   |      500       |
|    Casquo    |   2   |      500       |
|  Eat a Rat   |   2   |      500       |
|      zm      |   2   |      500       |
| So im Craig  |   2   |      500       |
|   Amantia    |   2   |      500       |
|    tabby     |   2   |      500       |
|  RakThalosh  |   2   |      500       |
|  Papa Dogo   |   2   |      500       |
|    Mubri     |   2   |      500       |
|    Osku7     |   2   |      500       |
|   LilBemg    |   2   |      500       |
|    Follow    |   2   |      500       |
|     Esvn     |   2   |      500       |
|    Kanto     |   2   |      500       |
| Gaining Hope |   2   |      500       |
|    Jon T     |   2   |      500       |
|  Fight Ends  |   2   |      500       |
|     t xj     |   2   |      500       |
|    Wall1     |   2   |      500       |
| Uranium Atom |   2   |      500       |
| E t h ereum  |   2   |      500       |
|   Rampaged   |   2   |      500       |
| pthentraken  |   2   |      500       |
|  Arcbeetle   |   2   |      500       |
|  Ping Slave  |   2   |      500       |
|    hulgie    |   2   |      500       |
| Lord of God  |   2   |      500       |
| Ghotic Fish  |   2   |      500       |
| goth mommies |   2   |      500       |
|     Elah     |   2   |      500       |
| From England |   2   |      500       |
| SteelResolve |   2   |      500       |
|   Enkharra   |   2   |      500       |
|    Rondey    |   2   |      500       |
|    Snakya    |   2   |      500       |
|   Galaxia    |   2   |      500       |
|    Nuxxe     |   2   |      500       |
|  PuppySeal   |   2   |      500       |
|     Duuh     |   2   |      500       |
|   tal3nt3d   |   2   |      500       |
|  Prisoners   |   2   |      500       |
|   Bomb Mid   |   2   |      500       |
|  Oreokjeks   |   2   |      500       |
|    Symego    |   2   |      500       |
|  IronDevid   |   2   |      500       |
| MsApocalypse |   2   |      500       |
|  Nuzz Nuzz   |   2   |      500       |
| I Lick Hobos |   2   |      500       |
|    ppcoq     |   2   |      500       |
| LowLvlBanter |   2   |      500       |
|  Lil Zukki   |   2   |      500       |
|     Kiba     |   2   |      500       |
|  Mayerhofer  |   2   |      500       |
|   Thuvius    |   2   |      500       |
|     Sef      |   2   |      500       |
|    PVMDOM    |   2   |      500       |
| NinjaaParrot |   2   |      500       |
| Geil Sletje  |   2   |      500       |
|     ph5      |   2   |      500       |
|     HIVR     |   2   |      500       |
|    Z eref    |   2   |      500       |
| iNexusPoweR  |   2   |      500       |
|    Rudeep    |   2   |      500       |
| Kris Kronkle |   2   |      500       |
|    baseki    |   2   |      500       |
| Catch A Vibe |   2   |      500       |
| Jigly Cheeks |   2   |      500       |
|    Poswar    |   2   |      500       |
|   Festival   |   2   |      500       |
|   Relaxeed   |   2   |      500       |
|   M addie    |   2   |      500       |
|  yung whopp  |   2   |      500       |
| Senpai Kenny |   2   |      500       |
|   Lol Lag    |   2   |      500       |
|     Naql     |   2   |      500       |
|  Nitharsan   |   2   |      500       |
|  ClueBadger  |   2   |      500       |
| OblongNoodle |   2   |      500       |
|    Bisto     |   2   |      500       |
|   Mahfoud    |   2   |      500       |
|  Reigningg   |   2   |      500       |
|   Eddie sp   |   2   |      500       |
|    Salt30    |   2   |      500       |
| JesusLover45 |   2   |      500       |
|  Huracanine  |   2   |      500       |
| Darkeye1150  |   2   |      500       |
|     Raye     |   2   |      500       |
|    Mushy     |   2   |      500       |
|    sLimi     |   2   |      500       |
| Feestgedruis |   2   |      500       |
|  Big Dummy   |   2   |      500       |
